 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Surface Variation, Verticality, Class
0.67,1.58,0.5199,0.2438,0.04447,0.4903,0.8112,0.001142,3
0.7192,1.57,0.4738,0.2357,0.04286,0.4813,0.813,0.0011,3
0.6112,1.58,0.5311,0.2628,0.04022,0.4761,0.8698,0.007355,3
0.4173,1.56,0.5139,0.2445,0.02863,0.4325,0.9093,0.001349,3
0.6633,1.55,0.5544,0.2436,0.04035,0.4723,0.8477,0.0004225,3
0.7811,1.55,0.7268,0.2489,0.04674,0.499,0.8058,0.005418,3
0.7099,1.55,0.7337,0.2651,0.04601,0.4972,0.8404,0.004211,3
0.4116,1.68,0.5564,0.2329,0.02825,0.4249,0.9082,0.00193,3
0.4604,1.68,0.5958,0.2254,0.03489,0.446,0.8629,0.0004057,3
0.7886,1.4,0.4742,0.2161,0.04075,0.4696,0.7842,0.00212,3
0.8241,1.4,0.5242,0.2183,0.04358,0.4791,0.7695,0.001637,3
0.5751,1.53,0.4981,0.2278,0.03647,0.4541,0.8513,0.001398,3
0.4,1.54,0.6703,0.2273,0.02975,0.4295,0.8927,0.0001898,3
0.6175,1.55,0.7568,0.2262,0.04802,0.491,0.7766,0.00285,3
0.8413,1.56,0.8946,0.243,0.05847,0.5344,0.721,0.002198,3
0.7874,1.58,1.03,0.2658,0.06045,0.5491,0.7449,0.002543,3
0.4403,1.55,0.4935,0.2394,0.03155,0.4383,0.8969,0.0003935,3
0.461,1.57,0.6193,0.2511,0.03297,0.4552,0.8807,0.001522,3
0.8356,1.58,0.6108,0.2641,0.05122,0.5177,0.801,0.003965,3
0.8515,1.56,0.5933,0.2467,0.04675,0.5029,0.7873,0.001849,3
0.7015,1.56,0.5012,0.2299,0.03861,0.4657,0.8299,0.002925,3
0.3587,1.57,0.6661,0.2515,0.0308,0.448,0.8917,0.0009434,3
0.5281,1.55,0.8106,0.2264,0.04292,0.4781,0.7978,0.001616,3
0.8243,1.55,0.9267,0.2458,0.05649,0.529,0.7406,0.0008398,3
0.8163,1.59,0.9154,0.2424,0.05652,0.5293,0.7275,0.003845,3
0.5573,1.59,1.017,0.2528,0.04665,0.5051,0.7951,0.0005195,3
0.387,1.57,0.5325,0.2464,0.02898,0.4376,0.9023,3.09E-05,3
0.6376,1.58,0.6582,0.2474,0.04252,0.4842,0.8299,0.0005092,3
0.7802,1.46,0.64,0.2394,0.04837,0.5012,0.7813,0.001877,3
0.6567,1.47,0.6775,0.2223,0.04179,0.4704,0.8075,0.002914,3
0.3581,1.58,0.526,0.2269,0.02783,0.429,0.8884,2.64E-05,3
0.549,1.58,0.8911,0.2336,0.04878,0.4995,0.772,0.003009,3
0.7231,1.48,0.8197,0.2231,0.05809,0.5254,0.6742,0.002713,3
0.7998,1.62,0.8073,0.2539,0.05958,0.5441,0.7237,0.006031,3
0.6178,1.62,0.9817,0.2519,0.04716,0.5094,0.7802,0.003577,3
0.354,1.63,0.6863,0.2064,0.0283,0.4218,0.8645,0.0001549,3
0.509,1.63,0.6389,0.2273,0.03753,0.4584,0.8413,0.0001347,3
0.7197,1.49,0.7602,0.2112,0.04287,0.466,0.7935,0.009092,3
0.7552,1.49,0.5598,0.1988,0.0362,0.4365,0.8257,0.007081,3
0.4846,1.64,0.7475,0.2502,0.03335,0.4587,0.8722,0.009699,3
0.4105,1.41,0.7105,0.1757,0.03782,0.4336,0.7368,0.005108,3
0.7572,1.57,0.7732,0.2225,0.04973,0.4966,0.7504,0.03656,3
0.592,1.56,0.6859,0.1857,0.04303,0.4541,0.7301,0.00237,3
0.5599,1.55,0.6999,0.2265,0.04415,0.4807,0.7951,0.002904,3
0.451,1.55,0.5579,0.2127,0.02835,0.4189,0.887,0.0008126,3
0.5807,1.55,0.5599,0.2365,0.03794,0.4599,0.8587,0.0008512,3
0.6532,1.43,0.7761,0.2029,0.03738,0.4478,0.8038,0.002523,3
0.3311,1.56,0.6293,0.1967,0.02417,0.401,0.8857,0.0002264,3
0.4878,1.58,0.881,0.2102,0.04052,0.468,0.7661,0.000839,3
0.6868,1.42,0.9456,0.2022,0.05031,0.4894,0.6917,0.0004611,3
0.7109,1.3,0.8782,0.1761,0.04332,0.4497,0.6916,0.0006797,3
0.5971,1.59,0.9553,0.2189,0.04505,0.4821,0.7684,0.00245,3
0.3146,1.62,0.8936,0.1963,0.02886,0.4246,0.8264,0.0009255,3
0.4517,1.59,0.4397,0.2103,0.02887,0.4228,0.8731,0.001597,3
0.9136,1.6,0.5709,0.2537,0.0449,0.5028,0.797,0.003399,3
0.8025,1.6,0.51,0.2699,0.0418,0.4908,0.8505,0.0005156,3
0.5543,1.6,0.6186,0.2567,0.03471,0.4608,0.8806,0.001629,3
0.5982,1.48,0.592,0.1889,0.03863,0.4436,0.7682,0.001266,3
0.7508,1.48,0.5386,0.2102,0.04696,0.4805,0.7533,0.001883,3
0.7168,1.48,0.6945,0.1918,0.04281,0.4586,0.7387,0.01651,3
0.495,1.49,0.8391,0.1789,0.03358,0.4298,0.745,0.006952,3
0.707,1.51,0.4564,0.1974,0.04012,0.452,0.7799,0.0002744,3
0.8114,1.56,0.5884,0.2424,0.05156,0.5109,0.7719,0.01211,3
0.6041,1.52,1.457,0.4126,0.06869,0.5999,0.8188,0.1252,3
0.6948,1.7,1.608,0.4832,0.0751,0.6259,0.8092,0.2122,3
1.177,1.66,1.693,0.5626,0.08212,0.6437,0.8003,0.2743,3
1.285,1.72,1.169,0.4582,0.08381,0.6307,0.8146,0.142,3
0.8736,1.87,1.494,0.5233,0.08847,0.6198,0.8437,0.155,3
0.8884,1.78,1.633,0.5789,0.1002,0.6424,0.8292,0.1642,3
0.878,1.79,1.754,0.5603,0.09493,0.6332,0.8345,0.2182,3
0.4661,1.59,0.4514,0.2378,0.02625,0.4231,0.9143,0.002979,3
0.6335,1.6,0.5531,0.2669,0.0407,0.4815,0.8645,0.02068,3
0.6423,1.55,0.5696,0.2082,0.03583,0.4397,0.8426,0.002025,3
0.581,1.46,0.6187,0.1886,0.0335,0.4227,0.8263,0.006244,3
0.401,1.46,0.5358,0.1658,0.02464,0.3775,0.8639,0.005105,3
0.6933,1.69,0.5646,0.2687,0.04045,0.4833,0.8623,0.002499,3
0.4966,1.55,0.4533,0.1869,0.02061,0.3786,0.9117,0.005018,3
0.6114,1.55,0.4099,0.2148,0.02619,0.4153,0.8945,0.01546,3
0.5461,1.62,0.5408,0.2249,0.02994,0.4276,0.8935,0.00709,3
0.4904,1.55,0.4195,0.2109,0.02299,0.4014,0.912,0.01278,3
0.8537,1.71,0.5608,0.2666,0.03861,0.4942,0.8269,0.00766,3
0.6507,1.61,0.6456,0.2562,0.0376,0.4698,0.8671,0.007039,3
1.591,2.49,0.8048,0.6477,0.06997,0.5158,0.9041,0.08491,3
0.7243,2.53,1.292,0.575,0.06525,0.5232,0.9094,0.01174,3
0.8785,2.53,0.9327,0.3202,0.04672,0.5082,0.8803,0.006519,3
0.4049,2.55,0.5923,0.2711,0.02802,0.4366,0.9282,0.003497,3
0.9426,2.57,1.023,0.503,0.05024,0.4941,0.9311,0.02374,3
0.8539,2.57,0.8113,0.4715,0.04488,0.4829,0.9387,0.007672,3
0.9671,2.58,0.4877,0.4863,0.04149,0.4726,0.9436,0.002355,3
0.9326,2.62,0.6554,0.4773,0.04936,0.4959,0.9307,0.00016,3
1.029,2.62,0.6655,0.442,0.04967,0.5096,0.9183,0.002335,3
0.4571,1.54,0.5511,0.2335,0.02564,0.4165,0.9204,0.003774,3
0.3597,1.64,0.5953,0.2475,0.02747,0.4314,0.9129,0.001069,3
0.4259,1.64,0.6999,0.2766,0.03142,0.4574,0.9035,0.002584,3
0.4669,1.64,0.5952,0.2682,0.02838,0.4365,0.9265,0.003988,3
0.4598,1.65,0.5162,0.2689,0.03111,0.4459,0.916,0.002605,3
0.5176,1.65,0.6478,0.3011,0.04033,0.4862,0.8912,0.001401,3
0.5028,1.66,0.7086,0.302,0.03915,0.4828,0.8955,0.000657,3
0.466,1.58,0.535,0.2474,0.02845,0.4304,0.9166,2.71E-05,3
0.3537,1.67,0.4782,0.2658,0.03012,0.443,0.9164,0.001323,3
0.456,1.67,0.5241,0.2875,0.03409,0.4611,0.9116,0.00213,3
0.555,1.66,1.243,0.3456,0.05564,0.5581,0.8257,0.0383,3
0.5377,1.66,1.108,0.308,0.04865,0.5227,0.8459,0.03076,3
0.6217,1.66,1.381,0.3284,0.05805,0.5599,0.8118,0.04094,3
0.59,1.69,1.047,0.3003,0.04811,0.5157,0.8511,0.009671,3
0.6858,1.69,1.25,0.3344,0.05538,0.5453,0.8417,0.01004,3
0.5986,1.69,0.829,0.282,0.03719,0.4704,0.8964,0.003468,3
0.8401,1.7,0.7421,0.3242,0.05653,0.5458,0.8345,0.003135,3
1.18,1.59,0.8254,0.3324,0.06917,0.6002,0.7514,0.002189,3
1.126,1.59,0.7955,0.3171,0.0628,0.5819,0.7542,0.02593,3
1.079,1.6,1.025,0.3224,0.057,0.5547,0.8141,0.06111,3
0.8185,1.53,0.6037,0.2508,0.04441,0.4899,0.828,0.01053,3
0.9203,1.6,0.6331,0.2901,0.05036,0.5282,0.8148,0.015,3
0.8309,1.71,0.6389,0.2963,0.04897,0.521,0.8369,0.01275,3
0.5485,1.59,0.6464,0.2335,0.03064,0.4321,0.8993,0.005323,3
0.5553,1.62,0.8245,0.2472,0.03975,0.472,0.8532,0.003585,3
0.8276,1.63,0.5821,0.2755,0.04846,0.514,0.8221,0.0007893,3
0.5191,1.64,0.5371,0.2579,0.03285,0.4493,0.9016,0.000703,3
0.5297,1.56,0.6052,0.2314,0.03022,0.431,0.8974,0.0005699,3
0.5999,1.65,0.7311,0.2848,0.04327,0.4983,0.8576,0.001203,3
0.6509,1.66,0.7267,0.2977,0.04106,0.4966,0.8702,0.004166,3
0.4352,1.57,0.6154,0.2439,0.0294,0.4326,0.91,0.0026,3
0.6193,1.59,0.7604,0.2614,0.03685,0.4674,0.8781,0.0007672,3
0.7431,1.69,0.6547,0.294,0.0391,0.4947,0.8659,0.0003685,3
0.5696,1.6,0.5356,0.2379,0.03268,0.4414,0.8906,0.001681,3
0.6151,1.6,0.5819,0.2487,0.03522,0.4543,0.8849,0.0004796,3
0.599,1.7,0.7167,0.2866,0.03921,0.4808,0.8857,0.002305,3
0.5754,1.61,0.7447,0.2865,0.03968,0.482,0.8844,0.0003385,3
0.4873,1.54,0.5485,0.2237,0.02888,0.4217,0.9023,0.001753,3
0.4627,1.62,0.6269,0.2434,0.03511,0.4568,0.8704,0.001513,3
0.6468,1.71,0.7093,0.2634,0.04083,0.4863,0.8483,0.002473,3
0.6569,1.63,0.5503,0.2538,0.03734,0.4652,0.8734,0.003129,3
0.5611,1.63,0.5801,0.2003,0.02907,0.4115,0.8809,0.007608,3
0.5652,1.65,0.7515,0.2838,0.03858,0.4854,0.8721,0.01065,3
0.4897,1.64,0.8771,0.2516,0.03493,0.4546,0.8876,0.001913,3
0.4645,1.57,0.4598,0.2149,0.02752,0.4138,0.9015,0.0007553,3
0.4953,1.66,0.575,0.2709,0.03594,0.4672,0.8883,0.002219,3
0.4965,1.66,0.6496,0.2816,0.03802,0.4766,0.886,0.002241,3
0.485,1.58,0.4575,0.2474,0.02763,0.4281,0.9192,0.001922,3
0.6182,1.59,0.8315,0.2718,0.04126,0.4839,0.8674,0.002387,3
0.6652,1.67,0.8639,0.3091,0.04536,0.5106,0.8636,0.006714,3
0.6056,1.67,0.7466,0.2855,0.04179,0.4907,0.8709,0.006464,3
0.5216,1.6,0.6595,0.2152,0.03226,0.4301,0.8751,0.000555,3
0.5161,1.64,0.7846,0.2608,0.04053,0.4837,0.8497,0.004024,3
0.6256,1.65,0.7764,0.2528,0.0402,0.4766,0.8528,0.009465,3
0.5825,1.57,0.4887,0.225,0.03167,0.4345,0.8817,0.003787,3
0.6172,1.58,0.723,0.2394,0.03777,0.4621,0.8578,0.001858,3
0.593,1.67,0.8682,0.3127,0.04508,0.5157,0.8563,0.0003347,3
0.6408,1.59,0.7747,0.2575,0.03658,0.467,0.8726,0.002567,3
0.5207,1.59,0.5807,0.2357,0.02937,0.4303,0.9034,0.004707,3
0.4999,1.6,0.8987,0.2461,0.0437,0.49,0.8145,0.0003683,3
0.5135,1.63,0.7648,0.2126,0.03493,0.4439,0.8377,0.0007955,3
0.6186,1.54,0.3934,0.2002,0.02525,0.4033,0.891,0.00215,3
0.5394,1.58,0.6048,0.2002,0.0325,0.4244,0.8547,0.001647,3
0.5737,1.59,0.7853,0.2552,0.03915,0.4723,0.8643,0.001641,3
0.5815,1.59,0.6199,0.2315,0.03197,0.4359,0.8909,0.0008559,3
0.4708,1.59,0.5495,0.2367,0.03146,0.4379,0.8935,0.0001277,3
0.4709,1.68,0.8178,0.2479,0.04029,0.4762,0.8451,0.0006244,3
0.5309,1.5,0.4702,0.196,0.02519,0.3983,0.8943,0.0009912,3
0.5272,1.45,0.7626,0.184,0.03214,0.4135,0.8368,0.001818,3
0.5316,1.56,0.7897,0.248,0.0381,0.4678,0.8601,0.0004501,3
0.5192,1.56,0.4408,0.2106,0.02595,0.4074,0.9046,0.00278,3
0.4762,1.56,0.7053,0.2598,0.03585,0.4645,0.8797,0.001078,3
0.4764,1.61,0.6194,0.2197,0.0321,0.4332,0.8758,0.0007218,3
0.5526,1.49,0.2897,0.1826,0.02204,0.3831,0.8927,0.0007146,3
0.5037,1.51,0.506,0.1841,0.02797,0.3995,0.8673,0.0004305,3
0.5824,1.66,0.7319,0.2488,0.03791,0.4648,0.8683,0.003133,3
0.6779,1.53,0.3937,0.2215,0.02772,0.4244,0.8891,0.01294,3
0.5425,1.53,0.8155,0.1946,0.03363,0.4246,0.8415,0.00293,3
0.5039,1.62,1.019,0.2108,0.03933,0.46,0.7955,0.006916,3
0.5207,1.6,0.5456,0.1893,0.02743,0.3999,0.8799,0.0006784,3
0.533,1.61,0.6711,0.2467,0.02814,0.4384,0.8993,0.0009491,3
0.5481,1.51,0.7165,0.1977,0.03579,0.4339,0.8292,0.002268,3
0.6044,1.52,0.4178,0.2213,0.02994,0.4285,0.8847,0.0003968,3
0.5848,1.66,0.7838,0.2678,0.04126,0.4804,0.8699,0.003971,3
1.599,1.22,0.9877,0.3466,0.09583,0.6828,0.6324,0.7875,0
1.576,1.09,1.371,0.3581,0.09367,0.6772,0.6632,0.7863,0
1.169,1.1,1.716,0.3925,0.1092,0.7306,0.6073,0.8851,0
1.225,1.08,1.652,0.4272,0.1195,0.7623,0.5967,0.9152,0
1.685,1.09,1.601,0.4553,0.1279,0.7837,0.6011,0.9235,0
1.299,1.21,1.803,0.4875,0.1383,0.8126,0.5807,0.9487,0
1.668,1.08,1.578,0.4624,0.1296,0.7885,0.5989,0.9331,0
2.42,1.22,1.712,0.5867,0.1613,0.8546,0.5986,0.9193,0
1.88,1.1,1.257,0.4778,0.133,0.7953,0.6084,0.9225,0
1.383,1.1,2.439,0.4789,0.1166,0.7355,0.7087,0.9339,0
1.702,1.22,1.92,0.5039,0.1447,0.8273,0.5779,0.9265,0
1.28,1.09,1.767,0.4824,0.1325,0.7918,0.6215,0.9355,0
1.988,1.21,1.709,0.4933,0.1383,0.8118,0.587,0.9671,0
1.784,1.1,1.62,0.4652,0.1285,0.7843,0.6104,0.9221,0
2.406,1.23,1.677,0.6152,0.1658,0.8572,0.6101,0.8913,0
2.486,1.08,1.579,0.5655,0.1511,0.8299,0.6222,0.8931,0
1.665,1.22,1.78,0.4929,0.1392,0.8143,0.5826,0.9556,0
2.016,1.08,1.497,0.4752,0.1301,0.788,0.6135,0.9157,0
1.811,1.09,1.6,0.4671,0.1288,0.7852,0.6104,0.916,0
2.489,1.22,1.679,0.6152,0.1651,0.8552,0.6129,0.9212,0
2.399,1.21,1.724,0.6015,0.1635,0.8564,0.6026,0.8914,0
2.009,1.22,1.714,0.5,0.1401,0.816,0.5867,0.9452,0
1.985,1.09,1.663,0.4812,0.1318,0.7943,0.604,0.9238,0
1.785,1.1,1.643,0.462,0.127,0.7817,0.6072,0.9486,0
2.434,1.1,1.591,0.5789,0.1542,0.8327,0.6306,0.8994,0
1.594,1.08,2.297,0.5725,0.1523,0.8302,0.6284,0.9146,0
2.324,1.22,1.67,0.5954,0.1618,0.8526,0.6071,0.8939,0
1.768,1.09,1.589,0.4697,0.1301,0.7869,0.6157,0.9019,0
1.778,1.09,1.607,0.4624,0.1288,0.7845,0.6109,0.9093,0
2.415,1.22,1.656,0.6246,0.1686,0.861,0.6118,0.9039,0
1.894,1.12,1.604,0.4694,0.1301,0.7884,0.6087,0.9045,0
1.565,1.08,1.587,0.4599,0.1274,0.7816,0.6098,0.9055,0
2.432,1.08,1.582,0.5575,0.1494,0.828,0.6188,0.8927,0
1.465,1.12,1.627,0.4669,0.1285,0.7848,0.6095,0.8994,0
1.886,1.09,1.792,0.4884,0.1337,0.7993,0.6013,0.9474,0
1.751,1.21,2.083,0.5825,0.1607,0.8548,0.5943,0.9461,0
1.875,1.08,1.574,0.4667,0.1298,0.7874,0.6099,0.9075,0
1.802,1.09,1.643,0.4785,0.1328,0.7954,0.6068,0.9265,0
2.2,1.22,1.856,0.6047,0.165,0.8586,0.6043,0.9166,0
1.848,1.09,1.93,0.4805,0.1306,0.7929,0.5988,0.9208,0
1.917,1.09,1.561,0.4628,0.1292,0.7858,0.6084,0.91,0
2.371,1.22,1.65,0.6063,0.1645,0.8585,0.6004,0.9202,0
1.618,1.21,2.372,0.5718,0.1565,0.8444,0.6063,0.92,0
2.23,1.21,1.729,0.58,0.1589,0.8501,0.6002,0.9263,0
1.695,1.22,2.505,0.6106,0.1643,0.8552,0.6098,0.915,0
2.523,1.09,1.689,0.6045,0.1598,0.8417,0.6282,0.8843,0
1.662,1.1,1.584,0.466,0.1287,0.7849,0.6104,0.917,0
1.531,1.08,1.997,0.4669,0.1291,0.7855,0.6117,0.9173,0
1.518,1.08,1.593,0.4662,0.1296,0.7878,0.6054,0.9258,0
1.588,1.1,2.527,0.6001,0.1571,0.8343,0.6374,0.9127,0
1.635,1.09,1.922,0.4481,0.1209,0.7652,0.6169,0.9238,0
2.054,1.22,1.839,0.5975,0.1641,0.859,0.5988,0.9266,0
1.906,1.08,1.56,0.4605,0.1273,0.7807,0.6135,0.9215,0
1.924,1.1,1.609,0.4707,0.1296,0.7872,0.6112,0.9289,0
2.479,1.22,1.674,0.6144,0.1675,0.8625,0.6031,0.8943,0
2.537,1.08,1.586,0.5838,0.1546,0.8335,0.6292,0.9114,0
1.862,1.09,1.193,0.4678,0.1294,0.7867,0.6096,0.918,0
2.295,1.08,1.661,0.4867,0.1176,0.7384,0.7075,0.9357,0
1.676,1.22,2.026,0.5042,0.1426,0.8219,0.5839,0.9538,0
1.604,1.08,1.58,0.4685,0.1284,0.7837,0.615,0.9441,0
1.959,1.21,1.902,0.5827,0.1606,0.8543,0.5955,0.9417,0
1.895,1.22,1.71,0.4912,0.1409,0.8188,0.5768,0.9304,0
1.317,1.09,1.661,0.4588,0.1262,0.7796,0.6071,0.928,0
1.835,1.22,1.609,0.486,0.1384,0.8099,0.5945,0.9299,0
2.421,1.08,1.717,0.6026,0.1584,0.8394,0.6279,0.8941,0
1.843,1.22,1.865,0.4842,0.1387,0.8157,0.5655,0.9056,0
2.491,1.08,1.63,0.5416,0.147,0.8251,0.613,0.8877,0
2.207,1.22,1.643,0.6184,0.1674,0.8588,0.6147,0.9061,0
1.941,1.1,1.582,0.4718,0.1301,0.7886,0.6097,0.9315,0
1.317,1.08,1.7,0.4614,0.1293,0.7875,0.6007,0.9335,0
2.009,1.08,1.531,0.4635,0.1302,0.7891,0.6032,0.917,0
1.479,1.08,2.023,0.4756,0.1306,0.7885,0.6163,0.9098,0
1.79,1.21,1.758,0.4891,0.1379,0.8119,0.5802,0.9534,0
2.325,1.08,1.568,0.5428,0.1474,0.8245,0.6181,0.9041,0
2.457,1.21,1.714,0.5851,0.1634,0.8615,0.588,0.9164,0
1.652,1.09,1.886,0.4611,0.1278,0.7837,0.6042,0.9172,0
2.504,1.08,1.47,0.5796,0.1527,0.8298,0.6302,0.9085,0
1.665,1.08,1.575,0.4761,0.1315,0.7921,0.6089,0.8998,0
1.459,1.08,2.45,0.576,0.1539,0.834,0.6252,0.9054,0
1.704,1.22,1.93,0.4902,0.1383,0.8123,0.5827,0.9009,0
1.627,1.09,2.249,0.5907,0.1567,0.8383,0.6245,0.8883,0
1.858,1.08,1.576,0.4676,0.1308,0.7898,0.6073,0.9082,0
1.232,1.09,1.791,0.4626,0.1285,0.7849,0.6054,0.9307,0
1.902,1.09,1.91,0.4769,0.1319,0.7973,0.587,0.9136,0
1.774,1.23,2.421,0.5988,0.1639,0.8581,0.6006,0.9016,0
1.829,1.09,1.79,0.4746,0.1306,0.7917,0.6011,0.9272,0
1.822,1.1,1.576,0.4686,0.1289,0.7847,0.6141,0.922,0
2.344,1.21,1.671,0.6022,0.1623,0.8546,0.6003,0.8992,0
2.504,1.1,1.626,0.5659,0.1514,0.8303,0.6231,0.9076,0
1.791,1.22,1.736,0.4849,0.1388,0.8137,0.5779,0.9132,0
1.351,1.1,1.663,0.468,0.1324,0.7947,0.6005,0.9221,0
2.136,1.09,1.809,0.5685,0.1542,0.8405,0.6048,0.9116,0
1.558,1.09,1.747,0.4818,0.1322,0.7951,0.6044,0.9418,0
1.689,1.1,1.567,0.4688,0.1299,0.7872,0.6122,0.9129,0
1.607,1.09,2.506,0.5896,0.1581,0.8428,0.6186,0.9026,0
1.667,1.09,1.289,0.4584,0.1264,0.7794,0.6091,0.9512,0
2.562,1.08,1.574,0.5567,0.1502,0.8292,0.6195,0.9002,0
2.511,1.08,1.621,0.5957,0.1592,0.8448,0.6174,0.91,0
1.36,1.09,1.907,0.4562,0.1229,0.7705,0.617,0.9338,0
2.462,1.23,1.702,0.6015,0.1661,0.8627,0.5987,0.9308,0
2.257,1.22,1.677,0.5851,0.1637,0.8626,0.5855,0.9234,0
1.799,1.22,1.773,0.493,0.1389,0.8135,0.5841,0.9549,0
2.229,1.24,1.624,0.6029,0.1659,0.8631,0.5945,0.895,0
2.539,1.09,1.65,0.5849,0.1572,0.8405,0.6217,0.9108,0
1.79,1.1,1.609,0.458,0.1238,0.7712,0.6234,0.9315,0
2.496,1.09,1.681,0.601,0.1607,0.8445,0.6261,0.9018,0
1.733,1.09,1.598,0.4674,0.1304,0.7888,0.6089,0.9227,0
1.365,1.08,1.677,0.4625,0.1288,0.7855,0.6062,0.9385,0
1.996,1.09,1.84,0.5272,0.1408,0.8088,0.6288,0.9019,0
1.672,1.21,1.714,0.4873,0.1393,0.8155,0.5751,0.9436,0
1.728,1.08,1.592,0.4599,0.127,0.7814,0.6066,0.9381,0
2.061,1.22,1.862,0.5976,0.1648,0.8599,0.6012,0.9063,0
1.423,1.08,1.618,0.4705,0.1283,0.7828,0.619,0.9255,0
1.702,1.22,2.472,0.5826,0.1602,0.8535,0.5955,0.9312,0
2.002,1.09,1.788,0.4876,0.1343,0.8016,0.5956,0.9376,0
1.73,1.09,1.918,0.4855,0.1354,0.8053,0.5868,0.9317,0
1.672,1.1,1.583,0.4576,0.1225,0.7681,0.6257,0.939,0
2.498,1.09,1.828,0.5775,0.1535,0.8362,0.6141,0.891,0
2.216,1.22,1.687,0.5807,0.1599,0.8541,0.5909,0.9367,0
1.962,1.08,1.645,0.4733,0.13,0.7908,0.5993,0.9049,0
1.593,1.09,1.862,0.4666,0.13,0.7877,0.6097,0.9296,0
1.931,1.09,1.634,0.457,0.1237,0.7715,0.6204,0.9025,0
1.643,1.21,2.362,0.604,0.1638,0.857,0.6022,0.92,0
1.965,1.12,1.512,0.4692,0.132,0.7938,0.6013,0.8963,0
1.246,1.1,1.723,0.4507,0.1214,0.7675,0.6137,0.9593,0
1.649,1.1,1.819,0.4586,0.1251,0.776,0.6139,0.9232,0
1.703,1.1,1.575,0.4666,0.1288,0.7852,0.6103,0.9169,0
2.463,1.09,1.707,0.5841,0.1567,0.8402,0.6204,0.9072,0
2.531,1.09,1.613,0.5845,0.1566,0.8391,0.6233,0.9107,0
1.419,1.09,1.936,0.4446,0.1226,0.771,0.6023,0.9153,0
1.676,1.23,2.314,0.5848,0.1626,0.8587,0.5936,0.9068,0
1.612,1.09,1.971,0.4504,0.1256,0.7792,0.596,0.9262,0
2.511,1.23,1.684,0.599,0.1649,0.8608,0.5976,0.8934,0
2.125,1.22,1.724,0.6063,0.166,0.8606,0.6035,0.9313,0
2.459,1.23,1.697,0.6067,0.1658,0.8594,0.6064,0.9025,0
1.843,1.08,1.589,0.4703,0.1288,0.7844,0.6162,0.9499,0
2.419,1.22,1.713,0.5771,0.1592,0.8531,0.5908,0.9181,0
1.847,1.08,1.598,0.4633,0.1269,0.7797,0.6156,0.927,0
1.723,1.08,1.305,0.4707,0.1286,0.7837,0.6176,0.9508,0
1.873,1.22,1.815,0.4922,0.138,0.8118,0.5837,0.9328,0
1.997,1.23,1.951,0.6161,0.1671,0.8602,0.6085,0.9014,0
2.258,1.09,1.705,0.5519,0.1484,0.8257,0.6204,0.9159,0
2.384,1.1,1.618,0.5529,0.149,0.8274,0.6187,0.9254,0
1.563,1.1,1.599,0.4633,0.1289,0.7862,0.6044,0.9239,0
1.642,1.1,1.579,0.467,0.13,0.7885,0.6066,0.905,0
1.744,1.08,1.612,0.4577,0.1251,0.7765,0.6108,0.9528,0
1.783,1.09,1.65,0.4818,0.1306,0.7922,0.6028,0.9094,0
2.023,1.31,1.765,0.5204,0.1463,0.8294,0.5869,0.8965,0
1.705,1.22,2.175,0.5863,0.1624,0.8587,0.5911,0.9238,0
1.263,1.08,1.939,0.4609,0.1289,0.7855,0.6059,0.9316,0
1.691,1.22,2.48,0.5775,0.1596,0.8526,0.5965,0.9468,0
1.569,1.1,1.604,0.4793,0.1311,0.7893,0.619,0.9357,0
1.517,1.18,1.805,0.4967,0.136,0.805,0.5988,0.8859,0
2.321,1.1,1.589,0.5428,0.1479,0.8273,0.6112,0.8836,0
2.439,1.22,1.705,0.5957,0.1614,0.8523,0.6048,0.8844,0
2.414,1.22,1.656,0.5979,0.1626,0.8541,0.6061,0.9043,0
1.879,1.22,1.703,0.4893,0.1374,0.8095,0.5875,0.9413,0
1.739,1.09,1.87,0.4842,0.1329,0.7969,0.6032,0.9392,0
1.809,1.09,1.884,0.4802,0.1325,0.7976,0.5938,0.9069,0
2.462,1.23,1.698,0.6109,0.1658,0.858,0.6101,0.8918,0
2.484,1.09,1.587,0.574,0.1536,0.833,0.6272,0.904,0
1.276,1.21,1.819,0.4811,0.136,0.8041,0.5966,0.9266,0
2.354,1.22,1.692,0.5799,0.1625,0.8606,0.586,0.9247,0
2.511,1.09,1.825,0.5755,0.1559,0.8438,0.6026,0.9159,0
1.495,1.09,1.82,0.4781,0.1318,0.7962,0.5925,0.9164,0
1.938,1.22,1.596,0.4914,0.1405,0.818,0.5769,0.9338,0
1.344,1.08,1.897,0.4622,0.1261,0.7787,0.6132,0.9638,0
2.484,1.1,1.313,0.5241,0.125,0.749,0.7183,0.9226,0
1.955,1.22,2.072,0.611,0.1657,0.8576,0.6104,0.8929,0
1.701,1.08,1.592,0.4605,0.1271,0.7812,0.6088,0.9387,0
1.953,1.09,1.663,0.4758,0.1307,0.792,0.6016,0.9211,0
2.391,1.23,1.656,0.5937,0.1642,0.8602,0.5964,0.8997,0
1.704,1.22,2.497,0.6041,0.1648,0.8583,0.6044,0.9172,0
2.517,1.1,1.634,0.573,0.1551,0.8398,0.6127,0.9204,0
1.689,1.08,1.577,0.4613,0.1275,0.7828,0.6064,0.9406,0
1.698,1.09,2.001,0.4847,0.1358,0.8052,0.5904,0.9106,0
1.588,1.1,1.566,0.4708,0.1305,0.7893,0.6091,0.9565,0
