 Height, Width, Verticality, Class
1.75,1.564,0.4228,3
1.76,1.68,0.4849,3
1.77,1.597,0.6002,3
1.77,1.441,0.4759,3
0.96,0.8346,0.2616,2
1.12,0.7908,0.1261,2
1.32,0.8247,0.0952,2
1.47,0.8631,0.006165,2
1.49,1.08,0.0008935,2
1.61,1.086,0.0008582,2
1.62,1.082,0.0029,2
1.52,1.178,0.006286,2
1.52,1.084,0.05558,2
1.65,1.361,0.01898,2
1.63,1.13,0.02685,2
1.63,1.167,0.03773,2
1.63,1.176,0.03086,2
1.64,1.178,0.03593,2
1.63,1.158,0.04981,2
1.57,1.172,0.0347,2
1.59,1.065,0.0295,2
1.6,1.247,0.03078,2
1.62,1.485,0.00418,2
1.63,1.399,0.04061,2
1.63,1.369,0.02428,2
1.65,1.421,0.03763,2
1.66,1.54,0.02299,2
1.67,1.705,0.04541,2
1.67,1.521,0.05373,2
1.68,1.593,0.009981,2
1.67,1.17,0.03373,2
1.7,1.29,0.01867,2
1.7,1.266,0.02097,2
1.73,1.326,0.01828,2
1.68,1.271,0.01221,2
1.69,1.281,0.00617,2
1.67,1.669,0.01867,2
1.69,1.745,0.01516,2
1.71,1.748,0.01807,2
1.66,1.824,0.01152,2
1.68,1.601,0.01355,2
1.69,1.862,0.02518,2
1.67,1.719,0.01294,2
1.69,1.84,0.01605,2
1.85,1.795,0.02231,2
1.67,1.888,0.03138,2
1.69,1.77,0.03875,2
1.69,1.683,0.02267,2
1.94,1.64,0.01657,2
2.16,1.868,0.03145,2
1.71,1.686,0.01636,2
1.72,1.611,0.01173,2
2.08,1.597,0.004581,2
1.9,1.542,0.002951,2
1.94,1.82,0.005537,2
1.71,1.695,0.005833,2
1.71,1.676,0.01342,2
1.71,1.673,0.005815,2
1.71,1.755,0.01586,2
1.72,1.574,0.0795,2
1.74,1.56,0.07494,2
1.74,1.594,0.05539,2
1.74,1.592,0.04557,2
1.95,1.567,0.02405,2
1.87,1.498,0.004683,2
1.74,1.368,0.02166,2
1.73,1.402,0.001494,2
1.71,1.443,0.005495,2
1.71,1.356,0.00265,2
1.78,1.284,0.009293,2
1.74,1.3,0.01163,2
1.89,1.176,0.002043,2
1.71,1.249,0.01595,2
1.72,1.282,0.01446,2
1.71,1.21,0.02255,2
1.74,1.319,0.00954,2
1.69,1.336,0.02179,2
1.71,1.256,0.06207,2
1.71,1.323,0.01999,2
1.67,1.393,0.02167,2
1.71,1.396,0.00361,2
1.7,1.25,0.005456,2
1.69,1.147,0.003776,2
1.73,1.119,0.002031,2
1.71,0.9572,0.001637,2
1.67,0.9274,0.01493,2
1.75,0.9371,0.01052,2
1.72,0.9568,0.007532,2
1.7,0.9258,0.03571,2
1.7,0.9916,0.01827,2
1.68,0.9427,0.01515,2
1.66,0.8907,0.009435,2
1.73,0.8304,0.00529,2
1.71,0.8321,0.008586,2
1.69,0.7645,0.002441,2
1.68,0.7603,0.001044,2
1.68,0.8077,0.0004151,2
1.67,0.8102,0.004557,2
1.64,0.8047,0.0008243,2
1.65,0.9118,0.004176,2
1.61,0.9611,0.01153,2
1.6,0.8636,0.0109,2
1.56,0.7718,0.01341,2
1.58,0.7556,0.002234,2
1.57,0.646,0.004556,2
1.52,0.6811,0.0008996,2
1.67,0.6484,0.01774,2
1.66,0.734,0.01853,2
1.71,0.7392,0.00782,2
1.74,0.7248,0.01158,2
1.75,0.7174,0.04185,2
1.66,0.7452,0.02248,2
1.71,0.7544,0.03479,2
1.7,0.7647,0.03517,2
1.8,0.6702,0.02787,2
1.84,0.6348,0.009462,2
1.84,0.719,0.05889,2
1.73,0.7417,0.008874,2
1.55,0.7418,0.002775,2
1.77,0.6989,0.03309,2
1.63,0.7374,0.01432,2
1.57,0.6867,0.01722,2
1.73,0.7139,0.005691,2
1.75,0.7171,0.03047,2
1.59,0.7104,0.05809,2
1.61,0.7263,0.03445,2
1.67,0.7358,0.02941,2
1.55,0.9774,0.03766,2
1.66,0.791,0.004112,2
1.68,0.8,0.0007322,2
1.3,0.7891,0.006972,2
1.56,0.7178,0.09582,2
1.45,0.6146,0.02195,2
1.68,0.7796,0.05031,2
1.68,0.8433,0.03084,2
2.29,0.9275,0.01499,2
2.28,0.8326,0.01518,2
2.11,0.6251,0.01348,2
1.71,0.7657,0.06604,2
1.71,0.7757,0.03966,2
1.71,0.6957,0.04746,2
1.71,0.7228,0.00439,2
1.51,0.7345,0.04805,2
1.56,0.6699,0.06415,2
1.55,0.6514,0.01986,2
1.57,0.7696,0.03802,2
1.57,0.6984,0.02252,2
1.6,0.7647,0.04578,2
1.6,0.7635,0.03434,2
1.61,0.6498,0.02674,2
1.6,0.6479,0.03331,2
1.63,0.6373,0.05596,2
1.63,0.6567,0.04287,2
1.63,0.6676,0.008597,2
1.64,0.7738,0.06384,2
1.65,0.7553,0.09094,2
1.65,0.7967,0.0286,2
1.65,0.7954,0.02414,2
1.57,0.7795,0.07268,2
1.58,0.768,0.03254,2
1.59,0.8129,0.01628,2
1.58,0.8543,0.09886,2
1.61,0.9222,0.08757,2
1.61,0.8195,0.02243,2
1.62,0.8168,0.06021,2
1.63,0.7964,0.04573,2
1.63,0.8558,0.02292,2
1.64,0.9119,0.08198,2
1.64,0.9044,0.02392,2
1.67,0.9495,0.05714,2
1.67,1,0.02316,2
1.67,0.9349,0.02492,2
1.68,1.09,0.01514,2
1.62,1.15,0.01261,2
1.65,1.135,0.02357,2
1.65,1.295,0.02966,2
1.68,1.066,0.01791,2
1.68,1.116,0.03018,2
1.69,1.152,0.007962,2
1.7,1.1,0.01275,2
1.74,1.184,0.02137,2
1.76,1.258,0.03266,2
1.71,1.122,0.02241,2
1.72,1.183,0.02347,2
1.73,1.091,0.02845,2
1.68,1.065,0.01909,2
1.69,1.026,0.03048,2
1.71,1.138,0.02147,2
1.76,2.433,0.4655,2
1.78,2.215,0.385,2
1.71,1.956,0.3084,2
1.8,1.766,0.2225,2
1.7,1.607,0.1482,2
1.7,1.492,0.08985,2
1.67,1.34,0.04314,2
1.69,1.153,0.02482,2
1.7,0.9528,0.01743,2
1.72,0.9585,0.0182,2
1.78,1.011,0.01205,2
1.7,1.327,0.02275,2
1.68,1.777,0.1308,2
1.69,1.66,0.0755,2
1.67,1.514,0.06667,2
1.84,1.389,0.05518,2
1.81,1.256,0.04615,2
1.71,1.11,0.03368,2
1.77,0.9969,0.01694,2
1.71,1.066,0.01695,2
1.72,1.064,0.01087,2
1.73,1.138,0.004426,2
2.03,1.379,0.003755,2
2,1.544,0.0003794,2
1.7,1.572,0.001129,2
1.95,1.558,0.008857,2
1.92,2.324,0.04733,2
1.92,2.227,0.2058,2
1.7,1.697,0.05546,2
1.68,1.777,0.05909,2
1.66,2.436,0.2458,2
1.66,1.101,0.0379,2
1.61,0.7384,0.05806,2
1.41,0.5834,0.03151,2
1.89,0.8166,0.06275,2
1.89,0.7283,0.03265,2
1.92,0.818,0.07819,2
1.91,0.7584,0.06323,2
1.92,0.7373,0.04124,2
1.93,0.7336,0.05212,2
1.93,0.7099,0.04406,2
1.9,0.6473,0.03973,2
1.94,0.6954,0.0674,2
1.94,0.7412,0.04079,2
2.01,0.5929,0.04682,2
1.87,0.5815,0.0327,2
1.88,0.6292,0.03864,2
1.92,0.523,0.03684,2
1.92,0.6686,0.04754,2
1.95,0.5263,0.06341,2
1.99,0.6223,0.03147,2
1.91,0.5398,0.03708,2
1.94,0.6188,0.03581,2
1.99,0.6792,0.05546,2
1.89,0.5746,0.03808,2
1.96,0.5851,0.03672,2
1.97,0.596,0.03318,2
1.99,0.572,0.0297,2
1.91,0.6483,0.01998,2
1.95,0.6661,0.0122,2
1.9,0.6564,0.01365,2
1.9,0.6563,0.00825,2
1.86,0.6708,0.006769,2
1.93,0.7518,0.001919,2
1.94,0.6913,0.001747,2
1.9,0.7373,0.002827,2
1.84,0.6871,0.01158,2
1.83,0.7611,0.01472,2
1.88,0.7414,0.006342,2
1.85,0.7194,0.01343,2
1.85,0.8155,0.01657,2
1.85,0.8483,0.003936,2
1.89,0.8171,0.002325,2
1.92,0.8698,0.004449,2
1.93,0.899,0.009249,2
1.91,0.9295,0.0009636,2
1.86,0.9382,0.007144,2
1.83,0.9431,0.04909,2
1.77,1.095,0.07268,2
1.69,1.441,0.07946,2
1.46,1.098,0.05537,2
1.57,1.729,0.8175,2
1.74,2.503,0.3526,2
1.78,2.408,0.1412,2
1.81,2.074,0.04417,2
1.82,1.846,0.01005,2
1.72,1.867,0.01495,2
1.81,1.84,0.009801,2
1.81,1.858,0.008526,2
1.79,1.484,0.005808,2
1.81,1.174,0.01084,2
1.78,1.298,0.00458,2
1.8,1.102,0.005446,2
1.78,1.135,0.00952,2
1.83,0.9999,0.0001193,2
1.81,1.122,0.001154,2
1.8,1.033,0.0006472,2
1.84,1.171,0.002018,2
1.76,1.165,0.001691,2
1.75,1.097,0.0005352,2
1.74,1.194,0.002085,2
1.73,1.041,0.001812,2
1.73,0.9604,0.0026,2
1.72,0.9341,0.007348,2
1.85,0.886,0.004062,2
1.82,0.9259,0.003748,2
1.83,0.8316,0.005412,2
1.81,0.8746,0.005452,2
1.79,0.8555,0.00362,2
1.83,0.8758,0.003591,2
1.81,0.7592,0.0107,2
1.77,0.7485,0.001276,2
1.8,0.7628,0.01432,2
1.75,0.7774,0.01058,2
1.78,0.6034,0.004459,2
1.76,1.551,0.93,2
1.73,1.242,0.003037,2
1.76,0.6885,0.009822,2
1.7,0.7509,0.007638,2
1.69,0.6587,0.01245,2
1.73,0.6884,0.01063,2
1.72,0.7075,0.01776,2
1.66,0.6946,0.004318,2
1.51,0.6877,0.006696,3
1.51,0.5441,0.0006929,3
1.53,0.5657,0.003395,3
1.44,0.502,0.004317,3
1.46,0.4294,0.01255,3
1.46,0.5926,0.01017,3
1.56,0.4558,0.007126,3
1.49,0.7363,0.00672,3
1.43,0.6946,0.003785,3
1.44,0.6919,0.01102,3
1.44,0.5236,0.004207,3
1.51,0.48,0.002227,3
1.44,0.5466,0.002025,3
1.45,0.572,0.002498,3
1.45,0.6012,0.006934,3
1.45,0.5043,0.008485,3
1.46,0.5287,0.003841,3
1.47,0.5997,0.004392,3
1.46,0.7553,0.006493,3
1.47,0.6531,0.004984,3
1.44,0.6582,0.004877,3
1.48,0.5974,0.001008,3
1.44,0.5037,0.001417,3
1.4,0.4657,0.004593,3
1.36,0.5526,0.01387,3
1.39,0.4587,0.008315,3
1.43,0.5179,0.004755,3
1.45,0.682,0.003483,3
1.37,0.7006,0.003266,3
1.34,0.802,0.03308,3
0.97,0.5888,0.04846,3
0.81,0.4967,0.1539,3
0.66,0.5365,0.1339,3
0.86,0.5168,0.07172,3
1.41,0.5152,0.008917,3
1.34,0.7145,0.003756,3
1.34,0.6289,0.008243,3
1.46,0.5993,0.005461,3
1.44,0.6163,0.0006795,3
1.48,0.8699,0.00928,3
1.39,0.8539,0.005628,3
1.4,0.8398,0.002618,3
1.49,0.5548,0.001129,3
1.48,0.5846,0.002231,3
1.41,0.7271,0.004929,3
1.41,0.671,0.005114,3
1.41,0.5277,0.01049,3
1.51,0.4987,0.003755,3
1.51,0.6497,0.0009242,3
1.42,0.964,0.002016,3
1.41,0.9437,0.00822,3
1.42,0.7541,0.003857,3
1.52,0.472,0.001049,3
1.52,0.4669,0.000427,3
1.41,0.6567,0.00389,3
1.41,0.647,0.01446,3
1.4,0.543,0.007146,3
1.51,0.4507,0.001859,3
1.54,0.6578,0.003915,3
1.45,0.8475,0.009115,3
1.44,0.8883,0.002389,3
1.45,0.725,0.004036,3
1.55,0.5604,0.001735,3
1.45,0.5514,0.001279,3
1.45,0.7768,0.0004877,3
1.45,0.4486,0.006165,3
1.39,0.5119,0.007006,3
1.46,0.5311,0.005137,3
1.41,0.9805,0.006163,3
1.42,1.136,0.005921,3
1.41,0.8343,0.001493,3
1.51,0.4743,0.002723,3
1.52,0.4267,0.00425,3
1.44,0.681,0.003991,3
1.43,0.6351,0.00364,3
1.43,0.4573,0.008356,3
1.53,0.3803,0.004541,3
1.54,0.7508,0.004333,3
1.41,0.979,0.003129,3
1.35,0.7613,0.004708,3
1.36,0.7437,0.003911,3
1.46,0.3795,0.001524,3
1.47,0.4216,0.0009168,3
1.41,0.7827,0.008903,3
1.35,0.6747,0.005735,3
1.39,0.4425,0.006874,3
1.52,0.4081,0.001776,3
1.5,0.4832,0.001899,3
1.39,0.8719,0.002675,3
1.38,0.6407,0.02393,3
1.39,0.6782,0.01628,3
1.39,0.4283,0.0009492,3
1.42,0.4548,0.0004232,3
1.29,0.5671,0.003219,3
1.32,0.5386,0.004081,3
1.45,0.5761,0.003438,3
1.48,0.5984,0.00194,3
1.48,0.6347,0.002232,3
1.49,0.7695,0.005959,3
1.49,0.7944,0.001129,3
1.48,0.5749,0.001491,3
1.47,0.4928,0.005378,3
1.47,0.3697,0.005424,3
1.51,1.147,0.6518,3
1.49,1.522,0.6457,3
1.48,1.665,0.5963,3
1.49,1.732,0.5096,3
1.48,1.16,0.5094,3
1.48,0.8608,0.515,3
1.47,1.157,0.4549,3
1.61,1.618,0.3809,3
1.61,1.129,0.2765,3
1.62,0.5765,0.2663,3
1.6,0.7805,0.2548,3
1.6,0.6876,0.2278,3
1.61,0.7196,0.1898,3
1.59,0.9314,0.1748,3
1.59,1.057,0.152,3
1.58,1.426,0.161,3
1.34,0.7312,0.02009,3
1.38,0.7027,0.01857,3
1.4,0.6446,0.003338,3
1.53,0.5709,0.001694,3
1.39,0.3832,0.002101,3
3.08,0.8144,0.09662,3
1.39,0.5262,0.004331,3
3.1,0.7767,0.048,3
3.1,0.8693,0.03609,3
3.1,0.8088,0.02567,3
2.97,0.8154,0.02043,3
3.01,0.9859,0.01521,3
3.1,0.985,0.01122,3
3.01,0.9841,0.01832,3
3.02,1.064,0.01957,3
3.1,1.071,0.02329,3
3.05,1.313,0.04899,3
3.05,1.325,0.05989,3
3.1,1.002,0.07117,3
2.03,1.103,0.02783,3
1.74,1.244,0.1475,3
1.69,1.209,0.1573,3
1.88,1.165,0.1915,3
1.88,1.162,0.1702,3
1.89,1.106,0.1901,3
1.66,1.253,0.1697,3
1.66,1.349,0.1611,3
1.87,1.324,0.1093,3
1.88,1.327,0.05491,3
1.88,1.306,0.03159,3
1.83,1.474,0.0824,3
1.83,1.354,0.05521,3
1.65,1.408,0.02917,3
1.88,1.517,0.02409,3
1.86,1.273,0.01886,3
1.7,0.9078,0.1347,3
1.7,0.7232,0.06426,3
1.71,0.9375,0.03653,3
1.7,0.7325,0.04011,3
1.7,0.7795,0.01876,3
1.7,0.9695,0.01721,3
1.7,1.142,0.009169,3
1.7,1.048,0.01041,3
1.9,1.118,0.0119,3
1.71,1.4,0.02591,3
1.7,1.371,0.04276,3
1.71,1.517,0.1037,3
1.66,0.8341,0.005317,3
1.87,0.9436,6.21E-05,3
1.86,0.9131,0.00944,3
1.87,0.8858,0.01589,3
1.64,0.9913,5.35E-05,3
1.6,1.037,0.002263,3
1.84,1.074,0.01219,3
1.61,1.088,0.02119,3
1.95,1.123,0.265,3
1.96,1.008,0.2388,3
1.96,1.136,0.1903,3
1.95,1.206,0.1902,3
2.61,1.577,0.1282,3
1.95,1.154,0.1144,3
1.95,1.076,0.03561,3
1.8,1.229,0.04308,3
1.96,1.348,0.06502,3
1.96,1.423,0.08569,3
1.96,1.455,0.07181,3
1.95,1.519,0.04828,3
1.95,1.375,0.04335,3
1.96,1.589,0.07987,3
1.95,1.569,0.05472,3
1.97,1.349,0.1062,3
1.73,1.696,0.1846,3
1.89,0.9098,0.03047,3
1.88,0.9311,0.103,3
1.86,0.9007,0.07424,3
1.86,1.049,0.07446,3
1.86,0.9097,0.03537,3
1.84,0.8884,0.04403,3
1.85,0.9174,0.02666,3
1.84,0.9889,0.02305,3
1.95,1.085,0.02712,3
1.98,0.9379,0.03777,3
1.96,1.07,0.01767,3
1.96,1.181,0.01008,3
1.96,1.165,0.008654,3
1.95,1.293,0.01687,3
1.95,1.297,0.02072,3
1.92,1.434,0.02903,3
1.95,1.472,0.03394,3
2.01,1.197,0.2388,3
2.02,2.42,0.5735,3
2.02,1.446,0.5482,3
2.02,1.672,0.1358,3
2.02,3.55,0.9684,3
2.02,1.873,0.4588,3
2.02,1.008,0.0994,3
2.02,0.861,0.05057,3
2.02,1.106,0.02611,3
2.03,1.233,0.8737,3
2.01,1.433,0.02809,3
2.03,1.925,0.548,3
2.04,1.682,0.6068,3
2.05,3.213,0.9309,3
2.05,1.488,0.8234,3
2.05,0.9455,0.01089,3
2.08,3.862,0.9364,3
1.9,2.367,0.9333,3
