 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Surface Variation, Verticality, Class
1.545,1.29,1.672,0.6147,0.1796,0.8982,0.5552,0.8202,1
1.648,1.27,1.575,0.5602,0.1677,0.8843,0.5229,0.8738,1
1.673,1.29,1.936,0.6189,0.1793,0.8939,0.57,0.8367,1
2.03,1.27,1.618,0.5825,0.1652,0.8683,0.5745,0.8661,1
2.14,1.29,1.632,0.5909,0.1727,0.8851,0.5648,0.8768,1
2.024,1.29,1.583,0.5871,0.172,0.8871,0.548,0.8495,1
1.543,1.29,1.94,0.6092,0.1744,0.8847,0.5724,0.8518,1
2.103,1.29,1.579,0.5691,0.168,0.879,0.5562,0.8641,1
1.591,1.27,1.496,0.5691,0.168,0.8823,0.5358,0.8874,1
1.665,1.29,1.941,0.6169,0.1759,0.8851,0.5792,0.9001,1
1.688,1.29,1.58,0.6014,0.171,0.8775,0.5776,0.8081,1
1.863,1.27,1.468,0.5892,0.1693,0.8779,0.5657,0.8762,1
1.715,1.27,1.984,0.6181,0.1758,0.8853,0.5766,0.8945,1
1.749,1.27,1.924,0.5766,0.1704,0.8866,0.5368,0.8867,1
1.739,1.29,2.049,0.6145,0.1785,0.8932,0.5694,0.8559,1
1.71,1.27,2.27,0.6007,0.1755,0.8923,0.551,0.8699,1
1.893,1.29,1.442,0.5982,0.1744,0.89,0.5525,0.8515,1
1.682,1.29,2.082,0.594,0.1707,0.8793,0.5704,0.8231,1
1.741,1.29,2.113,0.6044,0.1769,0.8947,0.5517,0.8512,1
1.753,1.29,2.049,0.6067,0.1752,0.8876,0.5675,0.8828,1
1.477,1.29,1.953,0.5894,0.1746,0.8933,0.543,0.8592,1
1.806,1.12,1.662,0.5538,0.1658,0.8812,0.5175,0.9333,1
1.485,1.14,1.948,0.5683,0.1664,0.8781,0.5416,0.8544,1
1.913,1.29,1.516,0.6005,0.1732,0.8844,0.5676,0.811,1
1.752,1.15,2.053,0.6008,0.1701,0.877,0.5716,0.8869,1
1.853,1.27,1.516,0.5744,0.17,0.8856,0.5386,0.8847,1
2.13,1.14,1.684,0.5784,0.1681,0.878,0.5586,0.9104,1
1.853,1.31,1.415,0.6163,0.1846,0.9125,0.534,0.8604,1
1.826,1.27,1.627,0.5863,0.1746,0.8951,0.5331,0.8617,1
1.511,1.29,1.769,0.5859,0.1618,0.8565,0.5949,0.81,1
1.916,1.29,1.648,0.624,0.1788,0.8894,0.582,0.8656,1
2.343,1.27,1.534,0.6736,0.1891,0.8994,0.5859,0.909,1
1.897,1.14,1.513,0.5624,0.1672,0.8796,0.5465,0.9174,1
1.531,1.27,1.837,0.5721,0.1667,0.8785,0.5405,0.8853,1
1.539,1.29,1.971,0.6042,0.1759,0.8905,0.5626,0.8819,1
1.54,1.29,1.889,0.5856,0.1713,0.8865,0.5436,0.8493,1
1.505,1.28,1.847,0.5684,0.165,0.8738,0.5491,0.8634,1
1.895,1.27,1.672,0.5726,0.1667,0.8786,0.5398,0.8833,1
1.693,1.15,2.004,0.5756,0.1673,0.8777,0.5514,0.8854,1
1.6,1.29,2.064,0.5865,0.1705,0.8826,0.5563,0.8373,1
1.533,1.29,1.996,0.5878,0.1712,0.8838,0.5563,0.8396,1
1.667,1.27,2.053,0.5722,0.1672,0.8787,0.546,0.8707,1
1.728,1.29,1.619,0.5674,0.1695,0.8869,0.5272,0.871,1
1.883,1.27,2.229,0.6724,0.1875,0.8941,0.5945,0.8904,1
1.632,1.29,1.669,0.6172,0.1764,0.8865,0.5772,0.8549,1
1.473,1.27,1.797,0.5713,0.1688,0.8843,0.5325,0.8882,1
1.602,1.11,1.931,0.5522,0.1653,0.8806,0.5145,0.9136,1
1.66,1.14,2.131,0.5786,0.1711,0.8856,0.5517,0.8947,1
1.603,1.29,2.067,0.5873,0.1708,0.8809,0.5675,0.8797,1
1.868,1.29,1.605,0.6123,0.1758,0.8874,0.5709,0.8805,1
1.417,1.29,1.858,0.5982,0.1744,0.8903,0.5515,0.8513,1
1.405,1.29,1.761,0.5717,0.1704,0.8881,0.5296,0.8396,1
1.51,1.12,1.591,0.5534,0.1643,0.8778,0.5186,0.9048,1
1.45,1.27,1.806,0.57,0.1689,0.8832,0.5418,0.8506,1
1.68,1.28,1.587,0.5958,0.1744,0.8901,0.5538,0.8992,1
1.707,1.29,1.989,0.6201,0.1766,0.8855,0.5813,0.8435,1
1.671,1.14,2.431,0.616,0.1799,0.9006,0.5445,0.9482,1
1.647,1.28,1.595,0.6045,0.1756,0.8899,0.5629,0.9137,1
1.869,1.28,1.59,0.566,0.1671,0.8814,0.5304,0.8864,1
1.779,1.27,1.542,0.5877,0.1682,0.8756,0.5669,0.8392,1
1.638,1.29,1.931,0.625,0.1773,0.8851,0.5861,0.8709,1
1.751,1.28,1.564,0.6141,0.1784,0.895,0.5594,0.8976,1
1.714,1.28,2.605,0.6746,0.1883,0.8962,0.5912,0.9105,1
1.834,1.27,1.694,0.5753,0.1677,0.88,0.5432,0.8837,1
1.467,1.29,1.812,0.6222,0.178,0.89,0.5736,0.86,1
1.734,1.12,1.916,0.5533,0.166,0.8822,0.5124,0.9039,1
1.595,1.27,1.915,0.5695,0.169,0.884,0.5391,0.8543,1
1.445,1.29,1.842,0.6014,0.1662,0.862,0.6024,0.8475,1
2.454,1.14,1.682,0.6286,0.1825,0.9024,0.5537,0.9366,1
2.648,1.28,1.676,0.674,0.1862,0.8901,0.5986,0.8983,1
1.992,1.14,1.565,0.5776,0.169,0.8817,0.5481,0.8859,1
1.624,1.14,2.07,0.5767,0.1664,0.8749,0.5563,0.8707,1
1.707,1.12,1.808,0.5477,0.1632,0.8752,0.5234,0.8866,1
1.422,1.27,1.785,0.5624,0.1687,0.8865,0.5201,0.8731,1
1.637,1.14,2.127,0.5786,0.1708,0.8838,0.5574,0.9006,1
2.062,1.29,1.666,0.598,0.1725,0.8825,0.5715,0.8667,1
2.02,1.14,1.676,0.5889,0.1719,0.8861,0.5507,0.8914,1
2.114,1.14,1.638,0.5775,0.1701,0.882,0.5594,0.9007,1
1.858,1.14,1.579,0.5794,0.1695,0.8801,0.5625,0.901,1
1.89,1.29,1.573,0.5825,0.1725,0.8889,0.5465,0.8616,1
1.743,1.28,2.014,0.6117,0.1737,0.8839,0.567,0.8662,1
1.776,1.27,1.409,0.5584,0.167,0.8832,0.5205,0.8721,1
1.577,1.29,1.707,0.6192,0.1777,0.8889,0.5778,0.8765,1
1.984,1.27,1.713,0.5676,0.1682,0.8821,0.5405,0.8518,1
2.089,1.27,1.807,0.5846,0.166,0.8703,0.5725,0.8635,1
1.685,1.27,1.884,0.5746,0.1677,0.8803,0.5407,0.8842,1
1.841,1.14,1.606,0.5756,0.1714,0.8906,0.5258,0.8899,1
1.888,1.28,1.662,0.6181,0.1795,0.8974,0.5553,0.9101,1
1.554,1.12,1.526,0.5514,0.1648,0.8794,0.5159,0.9114,1
1.621,1.15,1.571,0.5933,0.1696,0.8779,0.5668,0.9143,1
1.999,1.14,1.532,0.576,0.1701,0.8833,0.5531,0.8921,1
1.632,1.27,2.602,0.6767,0.1873,0.8922,0.5968,0.8975,1
1.974,1.29,1.533,0.5816,0.1716,0.8854,0.5563,0.8781,1
1.564,1.29,2.015,0.5876,0.1718,0.8869,0.5468,0.8496,1
1.599,1.11,1.547,0.5499,0.164,0.8778,0.5149,0.9113,1
1.836,1.13,1.392,0.5414,0.1603,0.8692,0.5223,0.9468,1
1.612,1.11,2.051,0.5381,0.1529,0.8503,0.5456,0.9457,1
1.634,1.12,1.675,0.519,0.1531,0.8573,0.4817,0.8677,1
1.742,1.12,1.894,0.5361,0.1576,0.8654,0.5022,0.9558,1
1.352,1.14,1.701,0.5143,0.1487,0.8465,0.4984,0.8849,1
1.572,1.09,1.784,0.4656,0.1263,0.795,0.5003,0.848,1
1.833,1.12,1.728,0.4634,0.1306,0.8055,0.4504,0.8216,1
1.372,1.14,1.728,0.4724,0.1338,0.8133,0.4628,0.7224,1
1.556,1.09,1.439,0.3912,0.09799,0.7204,0.4944,0.5097,1
1.266,1.12,1.759,0.425,0.1211,0.777,0.4927,0.6296,1
1.297,1.12,1.663,0.4222,0.1156,0.7643,0.5004,0.5889,1
1.238,1.15,1.535,0.4188,0.1141,0.7606,0.4958,0.6814,1
1.235,1.12,1.738,0.4077,0.1064,0.7411,0.5131,0.5927,1
1.331,1.11,1.636,0.414,0.1106,0.7516,0.5078,0.5453,1
1.305,1.13,1.661,0.4027,0.1087,0.7457,0.4829,0.5995,1
1.514,1.13,1.242,0.3976,0.1107,0.7489,0.467,0.5324,1
1.547,1.15,1.551,0.4281,0.116,0.7671,0.4904,0.6928,1
1.682,1.12,1.323,0.4138,0.1125,0.7561,0.4975,0.4633,1
1.339,1.12,1.615,0.4131,0.1111,0.7524,0.5061,0.5255,1
1.259,1.12,1.691,0.4096,0.112,0.7538,0.4971,0.5093,1
1.584,1.13,1.305,0.3945,0.1072,0.7403,0.477,0.4683,1
1.497,1.13,1.275,0.4041,0.1141,0.7576,0.4774,0.4404,1
1.562,1.12,1.376,0.4058,0.1096,0.7463,0.5216,0.4603,1
1.582,1.12,1.792,0.5361,0.1583,0.8676,0.4957,0.8057,1
1.669,1.3,1.955,0.5747,0.1718,0.8908,0.53,0.836,1
1.536,1.12,1.557,0.5519,0.1653,0.8808,0.5126,0.909,1
1.959,1.12,1.683,0.5571,0.1665,0.8825,0.5165,0.9191,1
1.703,1.12,1.951,0.5546,0.1661,0.8818,0.5169,0.9026,1
1.627,1.27,2.058,0.5689,0.1602,0.8607,0.5664,0.8653,1
1.508,1.29,1.78,0.5948,0.1621,0.8557,0.5973,0.8025,1
1.527,1.28,1.928,0.586,0.1687,0.8773,0.5641,0.8437,1
2.019,1.14,1.553,0.5836,0.1693,0.8791,0.5627,0.9054,1
1.891,1.29,1.703,0.5788,0.1705,0.8863,0.5395,0.8517,1
1.743,1.29,2.088,0.6175,0.178,0.8903,0.575,0.8715,1
1.787,1.29,1.494,0.6186,0.1781,0.8908,0.5731,0.8491,1
1.499,1.29,1.81,0.6301,0.1805,0.8941,0.5718,0.9136,1
1.745,1.29,1.471,0.6161,0.1791,0.8942,0.5686,0.8576,1
1.638,1.28,1.908,0.5704,0.1659,0.8766,0.5422,0.8828,1
1.74,1.29,2.115,0.5871,0.1745,0.8946,0.5348,0.8514,1
1.55,1.29,1.868,0.5905,0.1756,0.897,0.5322,0.8509,1
1.905,1.28,1.731,0.5618,0.1666,0.881,0.5267,0.8833,1
1.608,1.28,1.957,0.559,0.1675,0.8843,0.5192,0.8747,1
1.526,1.28,1.914,0.5581,0.1671,0.8835,0.5193,0.871,1
1.649,1.28,1.76,0.566,0.1669,0.8811,0.5293,0.8858,1
1.66,1.14,2.145,0.5766,0.1698,0.8832,0.5498,0.9132,1
1.634,1.28,2.087,0.5912,0.1701,0.8805,0.56,0.8358,1
1.853,1.14,1.557,0.5764,0.1677,0.8777,0.5561,0.9078,1
1.882,1.28,1.526,0.5719,0.1672,0.8796,0.5402,0.8834,1
1.433,1.29,1.829,0.6071,0.1747,0.8863,0.5682,0.8637,1
2.079,1.14,1.783,0.5906,0.1726,0.8884,0.5457,0.8772,1
1.505,1.29,1.8,0.6133,0.1768,0.8885,0.5753,0.8614,1
1.95,1.29,1.487,0.5905,0.1717,0.8843,0.5578,0.838,1
1.476,1.28,1.792,0.5717,0.169,0.8844,0.5341,0.8841,1
1.405,1.28,1.748,0.5575,0.167,0.8834,0.5184,0.8757,1
1.592,1.12,1.619,0.556,0.1665,0.8832,0.5119,0.9093,1
1.39,1.3,1.678,0.5662,0.1695,0.8879,0.5216,0.8693,1
1.509,1.28,1.854,0.5693,0.169,0.8837,0.5404,0.855,1
1.975,1.29,1.521,0.6209,0.1789,0.8911,0.5773,0.8675,1
1.684,1.28,1.518,0.5617,0.1592,0.8593,0.5655,0.8647,1
2.039,1.28,1.669,0.5703,0.1606,0.8602,0.5732,0.8649,1
2.054,1.3,1.631,0.5951,0.1736,0.8881,0.5567,0.8415,1
1.465,1.28,1.796,0.5689,0.1678,0.8812,0.5411,0.866,1
1.411,1.27,1.77,0.5724,0.1681,0.8809,0.5448,0.8285,1
1.705,1.11,1.949,0.5499,0.1638,0.8761,0.5257,0.9016,1
1.544,1.12,1.931,0.554,0.1659,0.8815,0.5167,0.9106,1
1.584,1.29,2.059,0.5707,0.1673,0.876,0.563,0.8498,1
1.505,1.28,1.584,0.5584,0.1669,0.8831,0.5193,0.8744,1
1.543,1.3,1.859,0.5846,0.1698,0.8821,0.5512,0.8466,1
1.465,1.28,1.815,0.574,0.1666,0.8766,0.5499,0.8582,1
1.682,1.29,1.578,0.6048,0.1763,0.8907,0.566,0.8437,1
1.711,1.29,2.072,0.5908,0.1709,0.8822,0.5593,0.8473,1
1.688,1.27,1.956,0.5844,0.1719,0.8885,0.5403,0.8931,1
1.651,1.15,1.766,0.5946,0.1749,0.8933,0.5433,0.8943,1
1.8,1.15,1.567,0.6016,0.1698,0.8756,0.5753,0.8994,1
1.779,1.12,1.435,0.5561,0.1662,0.8814,0.5216,0.9274,1
1.713,1.29,2.086,0.603,0.1709,0.8768,0.5793,0.8114,1
1.918,1.28,1.687,0.5673,0.1617,0.8657,0.5564,0.8854,1
1.708,1.28,1.396,0.5686,0.1686,0.8832,0.5397,0.8492,1
1.56,1.28,1.696,0.5747,0.168,0.8813,0.5388,0.884,1
1.913,1.29,1.441,0.6019,0.1739,0.8861,0.565,0.855,1
1.855,1.27,1.506,0.5931,0.1732,0.8881,0.553,0.8681,1
1.623,1.28,1.651,0.5894,0.1664,0.8699,0.575,0.8602,1
2.074,1.14,1.611,0.5809,0.1686,0.8784,0.5607,0.9095,1
1.914,1.27,1.699,0.5684,0.1661,0.8772,0.5423,0.8644,1
1.692,1.28,1.893,0.5756,0.1678,0.8801,0.5439,0.8801,1
1.528,1.28,1.808,0.5666,0.1679,0.883,0.5317,0.8844,1
2.109,1.15,1.754,0.5788,0.1726,0.8926,0.5281,0.8977,1
1.561,1.14,2.03,0.5797,0.1689,0.8794,0.5584,0.9077,1
1.866,1.3,1.521,0.5725,0.1693,0.885,0.5348,0.8472,1
2.052,1.14,1.593,0.5804,0.1675,0.8769,0.5552,0.8542,1
1.876,1.28,2.22,0.6576,0.1884,0.9036,0.5784,0.8902,1
1.901,1.14,1.507,0.58,0.1665,0.8738,0.5612,0.8705,1
2.063,1.29,1.754,0.5958,0.1731,0.8867,0.558,0.8311,1
1.652,1.14,2.1,0.5813,0.1679,0.8776,0.5559,0.8663,1
1.682,1.28,2.111,0.5845,0.1677,0.8754,0.5644,0.8345,1
1.771,1.12,1.919,0.5516,0.1648,0.8796,0.5134,0.9169,1
1.883,1.28,1.529,0.5653,0.1672,0.8823,0.5252,0.8641,1
1.85,1.12,1.741,0.5528,0.1674,0.886,0.506,0.9105,1
1.652,1.14,2.102,0.586,0.1705,0.8835,0.5514,0.8753,1
1.508,1.27,1.924,0.5767,0.1684,0.8811,0.5451,0.869,1
1.808,1.29,1.596,0.5903,0.1729,0.8886,0.5487,0.8545,1
1.523,1.27,1.828,0.5647,0.1654,0.8761,0.5423,0.8561,1
1.536,1.28,1.874,0.562,0.1665,0.8808,0.5276,0.8846,1
1.906,1.28,1.708,0.5533,0.1653,0.8789,0.5266,0.8569,1
1.538,1.28,1.856,0.5698,0.1688,0.8843,0.5328,0.8826,1
1.623,1.28,1.944,0.5663,0.1668,0.8805,0.5316,0.8831,1
1.599,1.29,1.657,0.6172,0.1779,0.8903,0.5746,0.8683,1
1.501,1.14,1.965,0.5816,0.1678,0.8775,0.5552,0.8672,1
1.6,1.29,2.081,0.5909,0.1725,0.8847,0.5642,0.8725,1
2.016,1.3,1.526,0.5919,0.1722,0.8828,0.5696,0.8803,1
1.504,1.13,1.831,0.5807,0.1678,0.8783,0.5504,0.8508,1
2.042,1.28,1.652,0.5926,0.1728,0.8865,0.5571,0.8415,1
1.948,1.29,1.512,0.59,0.1717,0.8819,0.5707,0.8779,1
1.987,1.3,1.734,0.619,0.1792,0.8936,0.5704,0.836,1
1.406,1.28,1.733,0.5795,0.1718,0.8895,0.5357,0.8854,1
1.8,1.28,1.482,0.5707,0.1675,0.8793,0.5469,0.8646,1
1.825,1.29,1.487,0.5991,0.1658,0.8616,0.6014,0.8455,1
1.678,1.28,2.403,0.6673,0.1895,0.9026,0.5826,0.9053,1
2.126,1.14,1.623,0.575,0.1707,0.8854,0.5494,0.9131,1
1.484,1.29,1.948,0.5889,0.1709,0.881,0.567,0.8735,1
1.966,1.15,1.63,0.5836,0.1684,0.8782,0.5578,0.8953,1
1.968,1.29,1.5,0.5937,0.1737,0.8894,0.5511,0.8592,1
1.637,1.28,1.894,0.5631,0.1646,0.8758,0.5323,0.8835,1
1.76,1.15,2.079,0.5775,0.1721,0.892,0.5241,0.8881,1
1.633,1.29,2.107,0.5898,0.1714,0.8813,0.5709,0.8781,1
1.601,1.15,1.851,0.5775,0.1739,0.8971,0.515,0.9138,1
1.538,1.3,1.547,0.5743,0.1702,0.8868,0.5346,0.8503,1
1.469,1.28,1.83,0.5761,0.1677,0.8793,0.5469,0.8814,1
1.71,1.28,1.945,0.5631,0.1671,0.8824,0.5244,0.871,1
1.841,4.41,3.707,2.291,0.4112,-0.563,0.8208,0.14,1
1.647,1.29,2.096,0.5992,0.1724,0.8815,0.5741,0.8439,1
1.565,1.29,1.905,0.5994,0.1767,0.8959,0.5469,0.8714,1
1.699,1.28,1.872,0.5734,0.169,0.8837,0.5384,0.8827,1
2.044,1.28,1.593,0.609,0.1753,0.887,0.5704,0.8781,1
1.446,1.29,1.872,0.6155,0.1742,0.881,0.583,0.8908,1
1.864,1.28,1.512,0.5969,0.1726,0.8872,0.5477,0.8191,1
1.664,1.28,1.593,0.5832,0.1656,0.8696,0.5714,0.8624,1
1.652,1.14,1.671,0.572,0.1647,0.8716,0.5567,0.8684,1
1.943,1.28,1.538,0.6046,0.1758,0.8907,0.5597,0.8714,1
1.587,1.28,1.473,0.5692,0.1685,0.8823,0.5435,0.8563,1
1.695,1.28,2.075,0.5895,0.1688,0.8766,0.5666,0.8382,1
1.609,1.28,1.832,0.575,0.1686,0.8826,0.5384,0.8809,1
1.525,1.29,1.991,0.591,0.173,0.8866,0.5607,0.8738,1
2.081,1.28,1.639,0.6118,0.1765,0.8887,0.572,0.9094,1
1.833,1.28,1.491,0.5777,0.1714,0.8889,0.5353,0.8816,1
1.914,1.29,1.717,0.5749,0.1677,0.8801,0.5422,0.8471,1
1.643,1.29,2.119,0.5879,0.1716,0.8842,0.5592,0.8649,1
1.61,1.29,1.799,0.5899,0.1717,0.8819,0.571,0.8695,1
1.501,1.14,1.993,0.5736,0.1701,0.8843,0.5498,0.912,1
1.793,1.29,1.537,0.6002,0.1728,0.8832,0.5692,0.841,1
1.687,1.28,1.971,0.5732,0.1699,0.8864,0.533,0.8853,1
1.85,1.28,1.514,0.5932,0.164,0.8632,0.5822,0.8611,1
1.667,1.28,1.909,0.5698,0.1673,0.8809,0.535,0.8809,1
1.571,1.28,1.863,0.5693,0.168,0.8832,0.5299,0.8871,1
1.581,1.14,2.048,0.5776,0.1709,0.8869,0.542,0.8856,1
1.582,1.28,2.023,0.5952,0.1706,0.8811,0.5602,0.8416,1
1.86,1.29,1.622,0.5923,0.1736,0.8902,0.5461,0.8542,1
2.022,1.28,1.563,0.5709,0.1616,0.8648,0.5592,0.8846,1
1.985,1.3,1.701,0.6083,0.1762,0.8893,0.5692,0.8138,1
1.983,1.28,1.549,0.6048,0.1756,0.8895,0.5638,0.9146,1
1.695,1.29,1.532,0.5782,0.164,0.868,0.566,0.8497,1
1.617,1.28,1.839,0.5732,0.1672,0.8783,0.5482,0.8677,1
1.663,1.28,2.085,0.5951,0.1745,0.8931,0.5382,0.8769,1
1.516,1.28,1.782,0.5885,0.1699,0.8806,0.5585,0.8344,1
1.481,1.12,1.612,0.5559,0.1665,0.8825,0.517,0.9078,1
1.643,1.14,2.123,0.5749,0.1671,0.8767,0.5544,0.8732,1
1.618,1.14,2.061,0.5854,0.1714,0.8855,0.5507,0.9002,1
1.799,1.14,1.554,0.5712,0.1671,0.8787,0.5452,0.8797,1
2.087,1.29,1.631,0.5909,0.1725,0.8846,0.5652,0.8783,1
1.864,1.28,1.522,0.5759,0.1706,0.8874,0.5358,0.8813,1
1.657,1.28,1.772,0.5723,0.1666,0.8784,0.5401,0.8829,1
1.584,1.28,1.509,0.5715,0.169,0.8845,0.5349,0.8843,1
1.737,1.28,1.924,0.5727,0.1692,0.885,0.5326,0.8875,1
1.727,1.29,2.057,0.6006,0.1723,0.8825,0.5678,0.8155,1
1.453,1.3,1.68,0.5923,0.1718,0.8846,0.5569,0.8309,1
1.954,1.28,1.692,0.5631,0.1666,0.8809,0.5275,0.8897,1
2.021,1.29,1.724,0.6238,0.179,0.8906,0.5782,0.8818,1
1.428,1.28,1.783,0.5769,0.1688,0.8825,0.541,0.8807,1
2.358,1.15,1.714,0.6142,0.1796,0.9004,0.5431,0.945,1
1.99,1.14,1.536,0.5713,0.1653,0.8746,0.5465,0.8564,1
2.121,1.14,1.637,0.5776,0.1679,0.8771,0.5606,0.9055,1
1.431,1.3,1.797,0.5692,0.167,0.8809,0.5302,0.8343,1
1.403,1.11,1.7,0.5369,0.1342,0.8136,0.5461,0.5788,1
2.047,1.28,1.591,0.5582,0.1459,0.8299,0.5822,0.659,1
1.437,1.28,1.722,0.5326,0.1365,0.817,0.5496,0.5809,1
1.456,1.1,1.436,0.3846,0.09887,0.7186,0.5146,0.4202,1
1.537,1.14,1.614,0.4454,0.1335,0.8094,0.4712,0.6776,1
1.503,1.28,1.768,0.5701,0.1696,0.8868,0.5276,0.821,1
1.866,1.29,1.534,0.59,0.1722,0.8835,0.5672,0.859,1
1.677,1.28,2.11,0.5936,0.1718,0.8834,0.5616,0.8598,1
1.821,1.29,1.456,0.5833,0.1648,0.8689,0.5671,0.8202,1
1.654,1.28,1.891,0.5634,0.1664,0.879,0.5373,0.8542,1
1.518,1.28,1.896,0.5834,0.1634,0.8637,0.579,0.8611,1
1.809,1.27,1.61,0.5686,0.1651,0.8734,0.5528,0.8773,1
1.569,1.29,1.916,0.5799,0.1728,0.892,0.5335,0.8404,1
1.455,1.28,1.828,0.5693,0.17,0.8874,0.5299,0.8357,1
1.713,1.28,2.052,0.6101,0.1763,0.8888,0.5709,0.8616,1
1.965,1.27,1.674,0.5748,0.1676,0.8782,0.5519,0.8685,1
1.916,1.28,1.54,0.5631,0.167,0.8814,0.5299,0.8879,1
2.249,1.14,1.579,0.6207,0.1795,0.8978,0.5508,0.9314,1
2.1,1.28,1.62,0.5876,0.173,0.8887,0.5518,0.8906,1
1.506,1.14,1.981,0.577,0.1696,0.8831,0.5473,0.8828,1
1.591,1.14,2.036,0.5782,0.1715,0.8882,0.5407,0.9072,1
1.593,1.3,1.5,0.5708,0.1679,0.8809,0.5425,0.8336,1
1.929,1.3,1.467,0.5892,0.1726,0.8865,0.5569,0.8239,1
1.873,1.28,1.631,0.5712,0.1645,0.8708,0.5595,0.8602,1
1.54,1.28,1.854,0.5729,0.1695,0.8849,0.5382,0.8639,1
2.144,1.14,1.635,0.5773,0.1699,0.8838,0.547,0.9153,1
1.831,1.14,1.548,0.5811,0.1701,0.8818,0.5587,0.9134,1
2.119,1.29,1.755,0.5979,0.1757,0.8945,0.544,0.8497,1
2.115,1.14,1.651,0.5719,0.1683,0.8804,0.55,0.9108,1
1.771,1.14,1.587,0.5741,0.1688,0.881,0.5513,0.9138,1
1.879,1.28,1.644,0.5686,0.1643,0.8717,0.5526,0.8706,1
1.707,1.29,1.918,0.5743,0.1719,0.8916,0.5267,0.8383,1
1.751,1.29,1.651,0.5861,0.1742,0.8944,0.5337,0.8543,1
1.722,1.14,1.707,0.5757,0.1689,0.8812,0.5507,0.9066,1
1.677,1.14,2.11,0.5719,0.1697,0.8857,0.5367,0.8933,1
1.608,1.28,1.654,0.5894,0.1662,0.87,0.5736,0.8584,1
1.831,1.3,1.53,0.5732,0.1697,0.8853,0.5375,0.8525,1
2.001,1.28,1.567,0.5679,0.1675,0.8803,0.542,0.8693,1
1.776,1.28,2.078,0.6169,0.1784,0.892,0.5716,0.8738,1
2.115,1.15,1.711,0.5762,0.1718,0.8915,0.525,0.8896,1
1.724,1.29,1.931,0.5703,0.1691,0.8858,0.5268,0.8292,1
1.671,1.29,2.154,0.5882,0.1716,0.883,0.5656,0.8684,1
1.543,1.14,1.995,0.5837,0.1708,0.8833,0.5572,0.9001,1
1.691,1.28,2.069,0.5631,0.1603,0.8629,0.5578,0.8846,1
1.694,1.29,1.949,0.57,0.1689,0.8851,0.5299,0.8464,1
1.946,1.12,1.746,0.5507,0.1646,0.8792,0.5134,0.9112,1
1.59,1.28,2.031,0.5913,0.1647,0.862,0.5945,0.8371,1
1.698,1.3,1.907,0.588,0.1696,0.8795,0.5615,0.8015,1
1.658,1.29,2.118,0.5876,0.173,0.8883,0.554,0.8666,1
1.708,1.28,2.104,0.5934,0.1737,0.8887,0.5553,0.8893,1
1.732,1.12,1.828,0.5505,0.1651,0.8808,0.5081,0.9057,1
1.498,1.28,1.943,0.5643,0.1607,0.8614,0.5701,0.8547,1
1.622,1.28,2.095,0.5918,0.1729,0.8866,0.5586,0.8654,1
1.807,1.27,1.401,0.5638,0.1608,0.8626,0.5645,0.855,1
1.865,1.14,1.533,0.5718,0.1667,0.8765,0.5526,0.8762,1
1.726,1.28,1.397,0.568,0.1696,0.8862,0.5335,0.8783,1
1.706,1.28,1.56,0.6155,0.1778,0.8905,0.5741,0.9248,1
1.937,1.14,1.463,0.5792,0.1712,0.8863,0.5478,0.9014,1
1.602,1.14,2.083,0.5808,0.1716,0.8868,0.5495,0.9359,1
1.438,1.12,1.834,0.5535,0.1655,0.8808,0.5143,0.9121,1
1.585,1.3,2.193,0.6067,0.1719,0.8786,0.578,0.8328,1
1.859,1.14,1.55,0.5911,0.1743,0.8941,0.5325,0.9037,1
1.592,1.28,2.055,0.5668,0.1646,0.8728,0.5508,0.8827,1
1.781,1.12,1.899,0.5547,0.1659,0.8818,0.5127,0.9126,1
1.539,1.27,2,0.5933,0.1714,0.8821,0.564,0.8623,1
2.03,1.29,1.68,0.5916,0.1698,0.8779,0.5693,0.9041,1
1.627,1.28,1.456,0.5671,0.1673,0.8817,0.5311,0.8449,1
1.88,1.3,1.661,0.6162,0.1796,0.8965,0.5624,0.8946,1
1.391,1.28,1.694,0.5709,0.1682,0.8827,0.5343,0.888,1
1.959,1.3,1.693,0.5763,0.1716,0.8901,0.532,0.8397,1
1.634,1.27,2.063,0.5794,0.1651,0.8686,0.5737,0.8857,1
1.957,1.3,1.673,0.5703,0.1693,0.8851,0.535,0.8355,1
1.925,1.28,1.7,0.5763,0.1704,0.8865,0.5376,0.886,1
1.602,1.28,1.847,0.6187,0.1794,0.8935,0.5734,0.9076,1
2.039,1.28,1.704,0.5774,0.1711,0.8879,0.5372,0.8779,1
1.731,1.28,1.911,0.5792,0.1707,0.8866,0.5401,0.8507,1
1.557,1.28,1.505,0.5718,0.1713,0.8906,0.5257,0.886,1
1.721,1.27,1.416,0.571,0.1675,0.8814,0.533,0.8828,1
1.495,1.32,1.719,0.6254,0.1875,0.9167,0.5367,0.9395,1
1.771,1.14,1.58,0.5797,0.1703,0.8845,0.5462,0.8982,1
2.109,1.27,1.819,0.5845,0.1631,0.8641,0.5734,0.8383,1
2.108,1.27,1.723,0.6009,0.1753,0.8899,0.562,0.8867,1
1.7,1.28,1.884,0.5677,0.1685,0.8838,0.5341,0.8399,1
2.06,1.29,1.59,0.5901,0.1716,0.8822,0.5679,0.8641,1
1.518,1.27,1.943,0.5943,0.1729,0.8865,0.5575,0.839,1
