 Height, Width, Verticality, Class
1.15,1.766,0.8943,1
1.15,1.567,0.8994,1
1.12,1.435,0.9274,1
1.29,2.086,0.8114,1
1.28,1.687,0.8854,1
1.28,1.396,0.8492,1
1.28,1.696,0.884,1
1.29,1.441,0.855,1
1.27,1.506,0.8681,1
1.28,1.651,0.8602,1
1.14,1.611,0.9095,1
1.27,1.699,0.8644,1
1.28,1.893,0.8801,1
1.28,1.808,0.8844,1
1.15,1.754,0.8977,1
1.14,2.03,0.9077,1
1.3,1.521,0.8472,1
1.14,1.593,0.8542,1
1.28,2.22,0.8902,1
1.14,1.507,0.8705,1
1.29,1.754,0.8311,1
1.14,2.1,0.8663,1
1.28,2.111,0.8345,1
1.12,1.919,0.9169,1
1.28,1.529,0.8641,1
1.12,1.741,0.9105,1
1.14,2.102,0.8753,1
1.27,1.924,0.869,1
1.29,1.596,0.8545,1
1.27,1.828,0.8561,1
1.28,1.874,0.8846,1
1.28,1.708,0.8569,1
1.28,1.856,0.8826,1
1.28,1.944,0.8831,1
1.29,1.657,0.8683,1
1.14,1.965,0.8672,1
1.29,2.081,0.8725,1
1.3,1.526,0.8803,1
1.13,1.831,0.8508,1
1.28,1.652,0.8415,1
1.29,1.512,0.8779,1
1.3,1.734,0.836,1
1.28,1.733,0.8854,1
1.28,1.482,0.8646,1
1.29,1.487,0.8455,1
1.28,2.403,0.9053,1
1.14,1.623,0.9131,1
1.29,1.948,0.8735,1
1.15,1.63,0.8953,1
1.29,1.5,0.8592,1
1.28,1.894,0.8835,1
1.15,2.079,0.8881,1
1.29,2.107,0.8781,1
1.15,1.851,0.9138,1
1.3,1.547,0.8503,1
1.28,1.83,0.8814,1
1.28,1.945,0.871,1
4.41,3.707,0.14,1
1.29,2.096,0.8439,1
1.29,1.905,0.8714,1
1.28,1.872,0.8827,1
1.28,1.593,0.8781,1
1.29,1.872,0.8908,1
1.28,1.512,0.8191,1
1.28,1.593,0.8624,1
1.14,1.671,0.8684,1
1.28,1.538,0.8714,1
1.28,1.473,0.8563,1
1.28,2.075,0.8382,1
1.28,1.832,0.8809,1
1.29,1.991,0.8738,1
1.28,1.639,0.9094,1
1.28,1.491,0.8816,1
1.29,1.717,0.8471,1
1.29,2.119,0.8649,1
1.29,1.799,0.8695,1
1.14,1.993,0.912,1
1.29,1.537,0.841,1
1.28,1.971,0.8853,1
1.28,1.514,0.8611,1
1.28,1.909,0.8809,1
1.28,1.863,0.8871,1
1.14,2.048,0.8856,1
1.28,2.023,0.8416,1
1.29,1.622,0.8542,1
1.28,1.563,0.8846,1
1.3,1.701,0.8138,1
1.28,1.549,0.9146,1
1.29,1.532,0.8497,1
1.28,1.839,0.8677,1
1.28,2.085,0.8769,1
1.28,1.782,0.8344,1
1.12,1.612,0.9078,1
1.14,2.123,0.8732,1
1.14,2.061,0.9002,1
1.14,1.554,0.8797,1
1.29,1.631,0.8783,1
1.28,1.522,0.8813,1
1.28,1.772,0.8829,1
1.28,1.509,0.8843,1
1.28,1.924,0.8875,1
1.29,2.057,0.8155,1
1.3,1.68,0.8309,1
1.28,1.692,0.8897,1
1.29,1.724,0.8818,1
1.28,1.783,0.8807,1
1.15,1.714,0.945,1
1.14,1.536,0.8564,1
1.14,1.637,0.9055,1
1.3,1.797,0.8343,1
1.11,1.7,0.5788,1
1.28,1.591,0.659,1
1.28,1.722,0.5809,1
1.1,1.436,0.4202,1
1.14,1.614,0.6776,1
1.28,1.768,0.821,1
1.29,1.534,0.859,1
1.28,2.11,0.8598,1
1.29,1.456,0.8202,1
1.28,1.891,0.8542,1
1.28,1.896,0.8611,1
1.27,1.61,0.8773,1
1.29,1.916,0.8404,1
1.28,1.828,0.8357,1
1.28,2.052,0.8616,1
1.27,1.674,0.8685,1
1.28,1.54,0.8879,1
1.14,1.579,0.9314,1
1.28,1.62,0.8906,1
1.14,1.981,0.8828,1
1.14,2.036,0.9072,1
1.3,1.5,0.8336,1
1.3,1.467,0.8239,1
1.28,1.631,0.8602,1
1.28,1.854,0.8639,1
1.14,1.635,0.9153,1
1.14,1.548,0.9134,1
1.29,1.755,0.8497,1
1.14,1.651,0.9108,1
1.14,1.587,0.9138,1
1.28,1.644,0.8706,1
1.29,1.918,0.8383,1
1.29,1.651,0.8543,1
1.14,1.707,0.9066,1
1.14,2.11,0.8933,1
1.28,1.654,0.8584,1
1.3,1.53,0.8525,1
1.28,1.567,0.8693,1
1.28,2.078,0.8738,1
1.15,1.711,0.8896,1
1.29,1.931,0.8292,1
1.29,2.154,0.8684,1
1.14,1.995,0.9001,1
1.28,2.069,0.8846,1
1.29,1.949,0.8464,1
1.12,1.746,0.9112,1
1.28,2.031,0.8371,1
1.3,1.907,0.8015,1
1.29,2.118,0.8666,1
1.28,2.104,0.8893,1
1.12,1.828,0.9057,1
1.28,1.943,0.8547,1
1.28,2.095,0.8654,1
1.27,1.401,0.855,1
1.14,1.533,0.8762,1
1.28,1.397,0.8783,1
1.28,1.56,0.9248,1
1.14,1.463,0.9014,1
1.14,2.083,0.9359,1
1.12,1.834,0.9121,1
1.3,2.193,0.8328,1
1.14,1.55,0.9037,1
1.28,2.055,0.8827,1
1.12,1.899,0.9126,1
1.27,2,0.8623,1
1.29,1.68,0.9041,1
1.28,1.456,0.8449,1
1.3,1.661,0.8946,1
1.28,1.694,0.888,1
1.3,1.693,0.8397,1
1.27,2.063,0.8857,1
1.3,1.673,0.8355,1
1.28,1.7,0.886,1
1.28,1.847,0.9076,1
1.28,1.704,0.8779,1
1.28,1.911,0.8507,1
1.28,1.505,0.886,1
1.27,1.416,0.8828,1
1.32,1.719,0.9395,1
1.14,1.58,0.8982,1
1.27,1.819,0.8383,1
1.27,1.723,0.8867,1
1.28,1.884,0.8399,1
1.29,1.59,0.8641,1
1.27,1.943,0.839,1
1.3,1.855,0.8545,1
1.28,1.673,0.9237,1
1.28,1.888,0.8676,1
1.29,1.643,0.8773,1
1.27,1.82,0.8591,1
1.27,1.635,0.8788,1
1.14,2.067,0.9002,1
1.27,1.617,0.8749,1
1.29,1.497,0.887,1
1.29,1.641,0.8654,1
1.14,1.535,0.9027,1
1.28,1.994,0.8611,1
1.27,1.701,0.8703,1
1.27,1.569,0.8743,1
1.28,1.726,0.8718,1
1.27,1.656,0.8581,1
1.27,1.745,0.8665,1
1.14,1.599,0.9007,1
1.27,1.717,0.9043,1
1.14,1.656,0.9119,1
1.29,2.039,0.8381,1
1.14,1.798,0.8867,1
1.27,1.622,0.869,1
1.29,1.968,0.8918,1
1.27,1.84,0.8734,1
1.29,1.888,0.8526,1
1.27,1.623,0.8794,1
1.29,1.514,0.8569,1
1.27,1.935,0.8839,1
1.29,1.94,0.866,1
1.27,2.099,0.8355,1
1.27,1.457,0.8868,1
1.27,1.655,0.8799,1
1.29,1.732,0.8827,1
1.27,1.703,0.8849,1
1.14,2.03,0.8785,1
1.12,1.754,0.8944,1
1.27,2.037,0.9108,1
1.29,1.398,0.8404,1
1.27,1.556,0.8585,1
1.27,1.94,0.8841,1
1.14,1.532,0.9125,1
1.27,1.72,0.8853,1
1.27,1.501,0.8694,1
1.14,1.603,0.8901,1
1.14,1.978,0.9048,1
1.29,1.52,0.8686,1
1.29,1.49,0.8559,1
1.27,1.663,0.8654,1
1.29,1.976,0.8772,1
1.27,1.727,0.8729,1
1.14,1.564,0.874,1
1.27,1.756,0.9067,1
1.32,1.942,0.8813,1
1.27,1.736,0.879,1
1.14,1.747,0.8823,1
1.12,1.425,0.9144,1
1.28,1.853,0.8779,1
1.14,2.119,0.9105,1
1.27,2.049,0.8527,1
1.27,1.967,0.8588,1
1.29,1.946,0.8675,1
1.14,1.548,0.8989,1
1.14,2.541,0.9335,1
1.14,1.779,0.8998,1
1.27,1.937,0.8841,1
1.14,2.115,0.8837,1
1.27,1.835,0.8749,1
1.27,1.907,0.8755,1
1.27,1.676,0.86,1
1.29,1.629,0.8732,1
1.27,1.557,0.8585,1
1.27,1.69,0.8308,1
1.27,2.059,0.8649,1
1.14,2.094,0.9078,1
1.27,1.863,0.8708,1
1.29,1.987,0.8748,1
1.27,1.692,0.8369,1
1.27,1.573,0.8607,1
1.29,1.801,0.865,1
1.27,1.626,0.9101,1
1.27,1.69,0.8698,1
1.27,1.496,0.8733,1
1.29,1.71,0.8294,1
1.14,1.855,0.9049,1
1.27,1.684,0.8368,1
1.29,1.85,0.827,1
1.27,1.75,0.8619,1
1.14,2.132,0.9118,1
1.29,1.587,0.8218,1
1.27,1.604,0.8703,1
1.27,1.618,0.8612,1
1.29,1.605,0.8524,1
1.29,1.662,0.8485,1
1.28,2.063,0.8639,1
1.27,1.702,0.8634,1
1.29,1.425,0.844,1
1.29,1.645,0.898,1
1.14,1.636,0.9098,1
1.29,1.557,0.8698,1
1.27,1.711,0.8864,1
1.27,1.692,0.8682,1
1.29,1.674,0.8824,1
1.27,1.552,0.8763,1
1.14,2.111,0.8917,1
1.27,1.715,0.8554,1
1.29,2.053,0.871,1
1.27,1.716,0.8713,1
1.14,1.655,0.8547,1
1.27,1.658,0.8653,1
1.27,1.718,0.8886,1
1.27,2.01,0.918,1
1.12,1.763,0.9213,1
1.27,1.563,0.8886,1
1.27,1.575,0.8747,1
1.27,1.86,0.8568,1
1.27,1.991,0.8352,1
1.14,1.89,0.9104,1
1.27,1.64,0.8889,1
1.27,2.099,0.8939,1
1.12,1.657,0.9009,1
1.27,2.676,0.8966,1
1.14,1.529,0.9108,1
1.29,1.711,0.8736,1
1.27,1.673,0.9401,1
1.28,1.638,0.8487,1
1.27,1.836,0.8527,1
1.27,1.752,0.8849,1
1.14,1.512,0.9101,1
1.32,1.743,0.8663,1
1.27,1.617,0.8872,1
1.14,1.641,0.8517,1
1.27,1.46,0.8898,1
1.14,1.586,0.9112,1
1.14,1.493,0.8523,1
1.29,2.09,0.8528,1
1.14,2.122,0.9037,1
1.29,1.368,0.8247,1
1.12,1.945,0.9086,1
1.15,1.923,0.8868,1
1.14,2.031,0.8325,1
1.27,1.566,0.8365,1
1.29,1.557,0.8472,1
1.27,1.7,0.8892,1
1.12,1.548,0.91,1
1.27,1.732,0.8483,1
1.3,1.542,0.8336,1
1.14,1.521,0.8969,1
1.27,2.043,0.8359,1
1.27,1.659,0.836,1
1.27,2.278,0.8509,1
1.14,1.758,0.8995,1
1.27,1.971,0.8592,1
1.29,2.045,0.8387,1
1.14,1.64,0.9121,1
1.29,1.562,0.8634,1
1.28,1.753,0.8846,1
1.14,1.519,0.8975,1
1.14,1.554,0.8863,1
1.14,1.728,0.9449,1
1.27,1.613,0.8822,1
1.32,1.686,0.8887,1
1.27,1.715,0.8607,1
1.28,1.637,0.9224,1
1.28,1.838,0.8845,1
1.28,1.389,0.885,1
1.28,1.853,0.8667,1
1.29,1.543,0.8654,1
1.28,1.551,0.8787,1
1.29,1.695,0.8517,1
1.14,1.632,0.9016,1
1.14,2.151,0.9004,1
1.27,1.636,0.8612,1
1.14,1.861,0.8748,1
1.14,1.69,0.8925,1
1.14,1.966,0.8899,1
1.28,1.9,0.879,1
1.28,1.484,0.8865,1
1.28,1.851,0.8695,1
1.28,1.971,0.8574,1
1.29,1.739,0.8385,1
1.3,1.713,0.8681,1
1.14,2.016,0.8882,1
1.29,2.104,0.856,1
1.27,1.749,0.8867,1
1.3,1.963,0.8533,1
1.27,1.568,0.8648,1
1.27,1.659,0.9104,1
1.27,2.058,0.9228,1
1.28,1.639,0.8638,1
1.14,2.066,0.8895,1
1.14,1.578,0.8681,1
1.28,1.669,0.8834,1
1.29,2.033,0.8786,1
1.28,2.055,0.8669,1
1.29,1.822,0.8551,1
1.28,1.563,0.9306,1
1.28,1.823,0.8586,1
1.28,1.589,0.8378,1
1.27,1.902,0.8843,1
1.28,1.436,0.882,1
1.28,2.011,0.8583,1
1.27,1.752,0.8541,1
1.28,1.996,0.8598,1
1.28,1.626,0.8915,1
1.29,1.61,0.902,1
1.14,2.091,0.8939,1
1.14,1.714,0.8921,1
1.29,1.961,0.8742,1
1.28,1.542,0.886,1
1.28,1.903,0.8369,1
1.28,1.667,0.8609,1
1.14,1.88,0.9392,1
1.14,1.634,0.9044,1
1.14,1.923,0.8564,1
1.14,1.65,0.9124,1
1.28,1.511,0.8847,1
1.29,1.754,0.859,1
1.14,1.768,0.8801,1
1.28,1.622,0.863,1
1.14,1.694,0.918,1
1.14,2.133,0.9223,1
1.28,1.716,0.8562,1
1.32,1.716,0.8818,1
1.15,1.753,0.8859,1
1.14,1.913,0.9188,1
1.28,1.703,0.865,1
1.29,1.489,0.8581,1
1.28,1.663,0.8344,1
1.28,1.589,0.8529,1
1.29,1.676,0.7949,1
1.28,1.455,0.8845,1
1.28,1.729,0.8879,1
1.14,2.073,0.8918,1
1.14,1.647,0.8952,1
1.14,2.144,0.9111,1
1.28,1.721,0.8786,1
1.27,2.024,0.8536,1
1.28,1.989,0.8433,1
1.28,1.831,0.8712,1
1.29,2.054,0.8269,1
1.29,2.06,0.8518,1
1.28,1.832,0.8734,1
1.12,1.416,0.91,1
1.28,1.781,0.857,1
1.27,1.632,0.8622,1
1.28,1.701,0.8588,1
1.28,1.727,0.8867,1
1.14,2.001,0.9191,1
1.28,1.48,0.8758,1
1.3,1.569,0.8347,1
1.14,1.517,0.8982,1
1.28,2.1,0.9515,1
1.28,1.445,0.8825,1
1.28,1.565,0.8844,1
1.14,1.552,0.9017,1
1.28,1.627,0.8846,1
1.28,1.624,0.872,1
1.29,1.621,0.8565,1
1.3,1.57,0.8507,1
1.28,1.822,0.8338,1
1.27,2.062,0.8727,1
1.28,1.936,0.8664,1
1.3,1.68,0.8524,1
1.29,2.001,0.8058,1
1.28,1.654,0.835,1
1.28,1.738,0.8922,1
1.32,1.621,0.8514,1
1.28,1.675,0.8683,1
1.28,1.649,0.8741,1
1.29,2.004,0.8318,1
1.28,1.713,0.8867,1
1.28,1.682,0.8844,1
1.14,1.871,0.912,1
1.29,1.76,0.842,1
1.27,1.625,0.8874,1
1.28,1.897,0.8608,1
1.28,1.842,0.8365,1
1.27,1.608,0.8937,1
1.28,2.331,0.9117,1
1.28,1.579,0.8589,1
1.27,1.865,0.8684,1
1.27,1.77,0.8751,1
1.28,2.018,0.8383,1
1.28,1.702,0.8928,1
1.29,1.946,0.8464,1
1.28,1.961,0.8808,1
1.28,2.017,0.9264,1
1.28,1.805,0.8502,1
1.28,1.519,0.8513,1
1.27,1.689,0.851,1
1.27,1.873,0.8682,1
1.28,1.599,0.8938,1
1.28,2.02,0.836,1
1.28,2.016,0.8932,1
1.3,1.963,0.8374,1
1.28,1.904,0.88,1
1.28,1.743,0.8884,1
1.28,1.909,0.858,1
1.28,1.557,0.8553,1
1.14,1.453,0.9059,1
1.27,1.55,0.8919,1
1.28,1.737,0.8434,1
1.12,1.439,0.8963,1
1.27,1.893,0.8587,1
1.3,1.591,0.885,1
1.28,1.555,0.8605,1
1.14,2.111,0.8784,1
1.28,1.736,0.8707,1
1.28,1.643,0.8877,1
1.14,1.998,0.8571,1
1.28,1.706,0.895,1
1.28,1.494,0.8876,1
1.29,2.085,0.8774,1
1.28,1.77,0.874,1
1.28,2.06,0.8387,1
1.27,1.471,0.8878,1
1.28,1.575,0.8541,1
1.29,1.661,0.8528,1
1.28,2.079,0.8387,1
1.29,2.066,0.8899,1
1.28,1.637,0.8741,1
1.28,1.507,0.8636,1
1.3,1.595,0.8574,1
1.28,2.011,0.8678,1
1.28,1.86,0.888,1
1.15,1.69,0.8899,1
1.27,2.044,0.892,1
1.28,1.822,0.8586,1
1.29,1.735,0.8582,1
1.29,1.535,0.8618,1
1.15,1.868,0.9788,1
1.28,1.522,0.8725,1
1.12,1.624,0.9135,1
1.28,1.547,0.869,1
1.28,2.28,0.8817,1
1.28,1.582,0.87,1
1.29,2.085,0.8387,1
1.3,2.022,0.8291,1
1.29,1.755,0.8477,1
1.15,2.105,0.9427,1
1.27,1.484,0.8858,1
1.27,1.915,0.8862,1
1.28,2.259,0.8515,1
1.28,1.992,0.8591,1
0.9,1.696,0.8149,0
0.91,2.403,0.9578,0
1.08,2.135,0.9169,0
1.08,1.948,0.9196,0
1.09,1.536,0.9326,0
1.08,1.902,0.9391,0
1.08,1.576,0.9371,0
1.09,1.721,0.9248,0
1.09,1.628,0.9341,0
1.22,1.714,0.9399,0
1.23,1.986,0.9039,0
1.09,2.449,0.8908,0
1.09,1.723,0.9064,0
1.09,1.702,0.9245,0
1.09,1.598,0.9044,0
1.1,1.572,0.911,0
1.09,1.248,0.9775,0
1.23,1.814,0.9156,0
1.23,2.51,0.8993,0
1.09,1.606,0.904,0
1.23,1.683,0.9276,0
1.3,1.966,0.8756,0
1.1,1.626,0.8814,0
1.22,1.872,0.9125,0
1.23,1.703,0.9371,0
1.09,1.595,0.9029,0
1.23,2.441,0.9115,0
1.23,1.722,0.9229,0
1.09,1.816,0.9356,0
1.22,1.63,0.9223,0
1.08,1.59,0.9637,0
1.22,1.685,0.9179,0
1.22,1.743,0.9184,0
0.96,1.584,0.9268,0
1.12,1.6,0.8847,0
1.09,1.582,0.9491,0
1.09,1.677,0.9571,0
1.22,1.804,0.9274,0
1.09,1.877,0.9331,0
1.09,1.634,0.9168,0
1.31,1.939,0.8846,0
1.22,1.842,0.946,0
1.09,1.57,0.9383,0
1.09,1.635,0.9073,0
1.22,1.674,0.8923,0
1.09,1.627,0.9645,0
1.11,1.758,0.8946,0
1.21,1.734,0.9551,0
1.08,1.575,0.9806,0
1.09,1.597,0.8998,0
1.09,1.718,0.9113,0
1.09,1.605,0.9473,0
1.1,1.624,0.876,0
1.09,1.497,0.9094,0
1.09,2.016,0.9216,0
1.09,1.421,0.9191,0
1.22,2.444,0.9086,0
1.09,1.611,0.9282,0
1.08,1.975,0.91,0
1.09,1.626,0.8753,0
1.09,1.67,0.858,0
1.1,1.498,0.6688,0
1.21,1.49,0.755,0
1.22,1.567,0.6976,0
1.09,1.871,0.8552,0
1.22,1.674,0.9101,0
1.07,1.488,0.8965,0
1.09,1.767,0.9357,0
1.09,1.348,0.9302,0
1.23,1.976,0.9038,0
1.09,1.528,0.9327,0
1.09,1.592,0.9592,0
1.22,1.677,0.91,0
1.09,1.61,0.9372,0
1.22,1.678,0.8968,0
1.09,1.608,0.9542,0
1.22,1.976,0.8929,0
1.24,1.955,0.8935,0
1.1,2.276,0.9024,0
1.09,1.513,0.9784,0
1.09,1.376,0.9027,0
1.11,2.346,0.8968,0
1.09,1.756,0.9169,0
1.22,1.255,0.9315,0
1.23,1.534,0.9151,0
1.23,1.736,0.9336,0
1.22,1.68,0.9125,0
1.22,1.645,0.9096,0
1.31,1.776,0.894,0
1.1,1.602,0.9163,0
1.07,1.586,0.9637,0
1.22,2.204,0.9115,0
1.22,1.741,0.9295,0
1.22,1.791,0.9599,0
1.12,1.962,0.87,0
1.08,1.58,0.9122,0
1.09,1.9,0.9187,0
1.09,1.832,0.925,0
1.23,1.85,0.8932,0
1.09,1.606,0.9292,0
1.09,1.442,0.9294,0
1.09,1.867,0.9435,0
1.09,1.786,0.9407,0
1.09,1.913,0.8906,0
1.1,1.816,0.9398,0
1.09,1.391,0.9272,0
1.22,2.366,0.8968,0
1.1,1.704,0.8843,0
1.08,1.754,0.9331,0
1.09,1.789,0.929,0
1.1,1.715,0.9021,0
1.22,1.952,0.9066,0
1.22,1.704,0.9219,0
1.21,1.69,0.9134,0
1.21,1.702,0.9095,0
1.22,1.672,0.9151,0
1.22,1.843,0.9344,0
1.09,1.982,0.9389,0
1.21,1.707,0.942,0
1.1,1.717,0.8969,0
1.22,2.199,0.8958,0
1.09,1.618,0.9362,0
1.08,1.65,0.9152,0
1.23,1.522,0.9441,0
1.1,1.605,0.9427,0
1.22,1.684,0.9136,0
1.08,1.589,0.9227,0
1.21,1.848,0.935,0
1.08,1.598,0.9519,0
1.23,1.666,0.9014,0
1.21,1.677,0.9246,0
1.22,1.719,0.9238,0
1.1,1.834,0.9407,0
1.22,1.753,0.9184,0
1.09,1.612,0.9175,0
1.1,1.797,0.9262,0
1.12,1.58,0.9013,0
1.23,1.824,0.9235,0
1.09,1.443,0.927,0
1.09,1.835,0.9129,0
1.1,1.764,0.9426,0
1.08,1.313,0.9333,0
1.09,1.416,0.9363,0
1.22,1.715,0.9134,0
1.23,2.451,0.9149,0
1.09,1.612,0.913,0
1.22,1.86,0.9459,0
1.09,1.503,0.91,0
1.09,1.799,0.922,0
1.1,1.569,0.9152,0
1.21,1.776,0.9395,0
1.09,1.707,0.9888,0
1.09,1.686,0.9435,0
1.09,1.979,0.9025,0
1.09,1.808,0.94,0
1.08,2.219,0.922,0
1.09,1.818,0.9029,0
1.23,1.75,0.9142,0
1.12,1.525,0.9135,0
1.09,1.797,0.9504,0
1.23,1.391,0.9029,0
1.09,1.952,0.9231,0
1.09,1.787,0.9357,0
1.09,1.592,0.9175,0
1.22,1.633,0.8906,0
1.08,1.322,0.9152,0
1.09,1.604,0.9266,0
1.09,1.599,0.9206,0
1.22,2.476,0.9008,0
1.09,2.068,0.8854,0
1.08,1.601,0.9327,0
1.08,1.581,0.942,0
1.09,1.867,0.9309,0
1.09,2.459,0.8981,0
1.09,1.624,0.9556,0
1.09,1.915,0.903,0
1.09,1.654,0.934,0
1.09,1.73,0.9503,0
1.23,1.74,0.9173,0
1.08,1.601,0.947,0
1.09,1.775,0.9301,0
1.12,1.605,0.8944,0
1.22,1.62,0.8793,0
1.1,1.737,0.9083,0
1.22,1.758,0.9284,0
1.21,1.735,0.9363,0
1.22,1.762,0.9169,0
1.21,1.694,0.9104,0
1.3,1.756,0.8811,0
0.96,1.623,0.9867,0
1.21,1.72,0.9398,0
1.22,2.273,0.9242,0
1.1,1.455,0.9198,0
1.09,2.233,0.8958,0
1.21,1.753,0.9572,0
1.09,1.602,0.919,0
1.22,1.852,0.9074,0
1.22,1.717,0.9258,0
1.22,1.665,0.919,0
1.12,1.739,0.8977,0
1.1,1.716,0.9685,0
1.09,2.419,0.9284,0
1.1,1.58,0.9189,0
1.07,1.6,0.9529,0
1.1,1.724,0.9041,0
1.22,1.704,0.9075,0
1.12,1.626,0.8968,0
1.21,1.274,0.9398,0
1.09,1.067,0.9719,0
1.1,1.618,0.9276,0
1.09,1.792,0.8965,0
1.09,1.48,0.9722,0
1.21,1.526,0.9449,0
1.23,1.763,0.9022,0
1.09,1.953,0.9289,0
1.1,2.395,0.9019,0
1.1,1.631,0.9184,0
1.31,1.796,0.8869,0
1.22,2.413,0.8908,0
1.1,1.269,0.9337,0
1.08,2.441,0.9249,0
1.07,1.607,0.8978,0
1.21,1.705,0.9234,0
1.09,1.642,0.8986,0
1.08,1.597,0.9467,0
1.22,2.21,0.9209,0
1.09,1.611,0.8838,0
1.21,1.811,0.9295,0
1.21,1.628,0.8891,0
1.09,1.952,0.9379,0
1.1,1.909,0.9217,0
1.22,2.159,0.8879,0
1.08,1.634,0.9112,0
1.08,1.929,0.961,0
1.1,1.587,0.9053,0
1.22,1.707,0.8865,0
1.09,2.052,0.9229,0
1.1,1.405,0.9564,0
1.08,1.885,0.9565,0
1.11,1.572,0.9205,0
1.22,1.655,0.8916,0
1.22,1.736,0.9222,0
1.21,1.746,0.9314,0
1.22,2.324,0.9022,0
1.09,1.548,0.9178,0
1.09,1.459,0.9607,0
1.1,2.293,0.9014,0
1.12,1.964,0.9143,0
1.22,2.357,0.9059,0
1.09,1.462,0.9079,0
1.1,1.64,0.9,0
1.09,1.61,0.9241,0
1.1,1.243,0.9378,0
1.22,2.323,0.8813,0
1.22,1.67,0.8995,0
1.21,1.886,0.9347,0
1.1,2.11,0.8873,0
1.21,1.722,0.9345,0
1.09,1.927,0.919,0
1.09,1.586,0.8907,0
1.07,1.285,0.9151,0
1.09,1.08,0.9911,0
1.09,1.671,0.9199,0
1.21,1.697,0.9231,0
1.22,1.991,0.8832,0
1.07,1.678,0.9287,0
1.1,1.528,0.9735,0
1.08,1.383,0.9296,0
1.22,1.672,0.9111,0
1.08,1.649,0.9181,0
1.1,1.539,0.9053,0
1.1,1.655,0.9103,0
1.22,1.79,0.9228,0
1.09,2.506,0.9236,0
1.09,1.84,0.9382,0
1.09,1.431,0.9421,0
1.09,1.519,0.9546,0
1.22,1.684,0.9158,0
1.08,1.221,0.9495,0
1.1,1.274,0.9771,0
1.08,1.638,0.9171,0
1.07,1.231,0.9307,0
1.08,1.581,0.9171,0
1.09,1.578,0.9301,0
1.22,1.776,0.9026,0
1.1,1.705,0.9363,0
1.22,1.673,0.9226,0
1.08,1.543,0.941,0
1.22,1.756,0.8878,0
1.07,2.341,0.8947,0
1.09,1.96,0.9267,0
1.21,1.715,0.9053,0
1.09,1.582,0.9623,0
1.22,1.772,0.9266,0
0.96,1.23,0.9356,0
1.09,1.846,0.9406,0
1.09,1.556,0.9432,0
1.09,1.622,0.8993,0
1.22,1.775,0.9059,0
1.22,1.679,0.8875,0
1.09,1.815,0.9251,0
1.08,1.927,0.9313,0
1.31,1.839,0.8753,0
1.08,1.589,0.9303,0
1.22,2.497,0.9067,0
1.22,1.706,0.9137,0
1.1,1.237,0.9179,0
1.08,1.915,0.9037,0
1.08,1.591,0.9364,0
1.12,2.365,0.885,0
1.22,1.82,0.9084,0
1.1,1.758,0.989,0
1.08,1.296,0.9688,0
1.08,1.236,0.8762,0
0.91,0.6016,0.867,0
1.64,0.6197,0.0006081,3
1.64,0.6154,0.0001427,3
1.62,0.626,0.0003664,3
1.64,0.5412,0.008836,3
1.6,0.569,0.0003572,3
1.6,0.5481,0.001438,3
1.58,0.6029,0.002226,3
1.44,0.6113,0.002531,3
1.59,0.7429,0.003533,3
1.58,0.6456,0.001424,3
1.7,1.249,0.186,3
1.72,0.5403,0.002472,3
1.72,0.4907,0.001042,3
1.73,0.4764,0.0002462,3
1.74,0.5326,0.003192,3
1.73,0.5627,0.002098,3
1.54,0.6776,0.007537,3
1.36,0.6584,0.00364,3
1.62,0.6079,0.002099,3
1.63,0.6104,0.001999,3
1.73,0.6576,6.50E-05,3
1.74,0.6894,2.54E-05,3
1.61,0.6425,0.007739,3
1.61,0.5932,0.006284,3
1.6,0.6091,0.002635,3
1.59,0.6164,0.002827,3
1.69,0.5844,0.001809,3
1.7,0.6572,0.001708,3
1.7,0.6334,0.0007264,3
1.71,0.7289,0.001358,3
1.67,0.7041,0.001757,3
1.69,0.6587,0.007602,3
1.65,0.703,0.004493,3
1.65,0.6499,0.001105,3
1.73,0.6471,0.0004123,3
1.73,0.6914,0.0008389,3
1.62,0.7524,0.005823,3
1.62,0.7219,0.005908,3
1.73,0.7397,0.001247,3
1.72,0.7341,0.0002618,3
1.6,0.7026,0.004085,3
1.59,0.727,0.004108,3
1.72,0.6535,0.001181,3
1.67,0.6137,0.003742,3
1.68,0.6352,0.004299,3
1.64,0.6323,0.00568,3
1.66,0.6386,0.003931,3
1.62,0.618,0.0007623,3
1.65,0.7281,0.00223,3
1.64,0.6947,0.004274,3
1.61,0.7079,0.0001031,3
1.6,0.6944,0.001791,3
1.68,0.6561,0.001432,3
1.68,0.6531,0.0004433,3
1.69,0.6284,0.006197,3
1.68,0.6083,0.003292,3
1.68,0.6574,0.0002014,3
1.68,0.6818,0.0009435,3
1.69,0.6802,0.002513,3
1.68,0.6677,0.007018,3
1.68,0.7152,0.003039,3
1.66,0.6708,0.002898,3
1.64,0.6604,0.00683,3
1.64,0.6584,0.005733,3
1.71,0.6981,0.001546,3
1.73,0.7119,0.0009584,3
1.6,0.7176,0.001401,3
1.61,0.7201,0.008201,3
1.59,0.6729,0.003533,3
1.7,0.6655,0.004354,3
1.73,0.6718,0.00291,3
1.63,0.7665,0.0001736,3
1.63,0.7132,0.004016,3
1.73,0.6371,0.001965,3
1.73,0.6442,0.001571,3
1.73,0.7315,0.001186,3
1.63,0.7158,0.008961,3
